Confirmed,Source,KOR
,"“已经没什么好教你的了，你下山吧。”师父这么一句话，就将桃香赶了出来。\n而桃香下山的第一件事便是遵循师父的意志，报名参加\nAG改造计划，她的AG适应性以及出色格斗能力都被阵线方面看中。\n之所以桃香这么做，据说她的师父也是一名AG。\n不过这一切都是来自桃香的片面之词，究竟是不是这么一回事，还有待考证。","“당신에게 가르쳐 줄 것이 없습니다. 당신은 산을 내려갈 수 있습니다.”그런 말로 주인은 타오 샹을 몰아 냈습니다.\n그리고 Tao Xiang이 산을 내려간 첫 번째 일은 스승님의 뜻을 따르고 참여를 신청하는 것이 었습니다.\nAG 변신 계획, 그녀의 AG 적응력 및 뛰어난 전투 능력은 모두 전선에서 선호되었습니다.\nMomoka가 이것을 한 이유는 그녀의 주인도 AG이기 때문입니다.\n그러나이 모든 것은 Taoxiang의 일방적 단어이며, 이것이 사실인지 여부는 아직 확인되지 않았습니다."
,"“心理作用会影响人的的行为”，这是蛇怪告诉我的。唔，这就是西尔芙不喜欢温泉的原因吗？","“심리적 영향은 사람들의 행동에 영향을 미칠 것입니다.”이것이 바실리스크가 나에게 말한 것입니다. 음, 이것이 실버가 온천을 좋아하지 않는 이유인가요?"
,"“态度粗暴”也好“没有骑士长的样子”也好，直接说吧，不用跟我客气。","“무례한 태도”또는 “기사 지휘관 없음”중 하나를 직접 말하고 예의를 갖추지 마십시오."
,"“指挥官”？哼，真是个傲慢的名号，我的美丽无人可以比拟，我的光芒无人可以驾驭，又怎么是你可以随意“指挥”的呢。","“사령관”? 흠, 오만한 이름 이군요. 아무도 내 아름다움과 일치 할 수없고, 아무도 내 빛을 제어 할 수 없습니다. 어떻게 마음대로 “명령”할 수 있습니까?"
,"“援护攻击”就是在任意战姬进行普通攻击行动后，\n都有可能触发另一名战姬对同一个目标进行一次普通攻击行动。","“지원 공격”은 전사가 일반적인 공격 행동을 한 후,\n다른 워 걸을 트리거하여 동일한 대상에 대해 정상적인 공격을 수행 할 수 있습니다."
,"“支撑我活着的理由，驱使我战斗的指令——是我对杀死你的渴望。”","“내가 살도록 지원하는 이유, 나를 싸우게 한 명령-당신을 죽이려는 나의 소망 때문이다.”"
,"“数据采集”可以获得科研密钥，每种关卡有固定种类科研密钥，只要在战斗中胜利，即可获得相应的密钥。","“데이터 수집”은 과학 연구 키를 얻을 수 있습니다. 각 레벨에는 고정 된 유형의 과학 연구 키가 있습니다. 전투에서 이기면 해당 키를 얻을 수 있습니다."
,"“数据采集”将包含AG科技等级提升的必要材料。","“데이터 수집”에는 AG의 기술 수준 향상에 필요한 자료가 포함됩니다."
,"“新生”的鹰身女妖……说着好听，实际上，我们只是一群给开发员们研究新花样的实验品而已。","“신생아”Harpy는 ... 사실 우리는 개발자가 새로운 트릭을 연구 할 수있는 실험적인 제품 그룹 일 뿐이라고 멋지게 말했습니다."
,"“月海”助推引擎","“달의 바다” 부스터 엔진"
,"“月海”复合装甲","“달의 바다” 복합장갑"
,"“月海”植入骨骼","“달의 바다” 임플란트"
,"“月海”火力系统","“달의 바다” 화력 시스템"
,"“月海”照准系统","“달의 바다” 조준 시스템"
,"“月海”能源舱","“달의 바다” 에너지 캐빈"
,"“梅尔的大炮”","“멜의 대포”"
,"“樱斩”助推引擎","“사쿠라” 부스터 엔진"
,"“樱斩”复合装甲","“사쿠라” 복합 장갑"
,"“樱斩”植入骨骼","“사쿠라” 임플란트"
,"“樱斩”火力系统","“사쿠라” 화력 시스템"
,"“樱斩”照准系统","“사쿠라” 조준 시스템"
,"“樱斩”能源舱","“사쿠라” 에너지 캐빈"
,"“此处之外再无一物”，在这里停下脚步吧。","“여기 이상은 없다”, 여기서 멈춰라."
,"“活在当下，尽量不要相信明天。”","“내일을 믿기보다는, 오늘을 살아가라.”"
,"“火石”助推引擎","“플린트” 추진엔진"
,"“火石”复合装甲","“플린트” 복합장갑"
,"“火石”植入骨骼",""플린트" 임플란트"
,"“火石”火力系统","“플린트” 화력 시스템"
,"“火石”照准系统","“플린트” 조준 시스템"
,"“火石”能源舱","“플린트” 에너지 캐빈"
,"“灰地空降”就像探险一样，\n我们可以在这个广阔的区域里搜集各种物资。","“Grey Land Airborne”은 원정대와 같습니다.\n이 광대 한 지역에서 모든 종류의 자료를 수집 할 수 있습니다."
,"“热熔裂缝”是由多层组成的结构，越深的层级会有越强的敌人，也会有更好的奖励。每月1日会重置完成状态，重新开始。","“핫멜트 크랙”은 여러 층으로 구성된 구조로, 레벨이 깊을수록 적이 강해지고 보상이 더 좋아집니다. 완료 상태는 매월 1 일에 재설정되고 다시 시작됩니다."
,"“热熔裂缝”是被大量傀儡占领的据点。\n因为不清楚感染源，所以即使短时间歼灭了傀儡群，\n经过一段时间后内部又会恢复成原来的样子。","“핫멜트 크랙”은 많은 인형들이 점령 한 요새입니다.\n감염원이 명확하지 않기 때문에 단시간에 꼭두각시 무리를 지워도\n일정 시간이 지나면 내부는 원래 모습으로 돌아갑니다."
,"“白兔！”","“하얀 토끼!”"
,"“目标歼灭”分为多个阶段，\n完成更高阶段的关卡就能获得更高质量的装备。","“타겟 섬멸”은 여러 단계로 나뉘어\n더 높은 수준의 레벨을 완료하여 고품질 장비를 얻으십시오."
,"“目标歼灭”可以通过作战界面中进入。","“타겟 섬멸”은 전투 화면에서 들어갈 수 있습니다."
,"“磁场”助推引擎","“자기장” 추진엔진"
,"“磁场”复合装甲","“자기장” 복합장갑"
,"“磁场”植入骨骼","“자기장” 임플란트"
,"“磁场”火力系统","“자기장” 화력 시스템"
,"“磁场”照准系统","“자기장” 조준 시스템"
,"“磁场”能源舱","“자기장” 에너지 캐빈"
,"“科研密钥”可以在“数据采集”中获得，请以此为目标吧！","“과학적 연구 키”는 “데이터 수집”에서 얻을 수 있습니다. 이것을 목표로 사용하십시오!"
,"“红莲啊，红莲呀红莲”……怎么样，我这俳句作得不错吧？哈？红莲你觉得这不是俳句？真不懂欣赏啊！","“구렌, 구렌, 구렌”… 어때요, 내 하이쿠가 꽤 괜찮죠? 뭐? 구렌,이게 하이쿠가 아니라고 생각하세요? 나는 그것을 감사하는 방법을 정말로 모른다!"
,"“美味”和“难吃”对于我来说是难以理解的概念。在我看来，它们之间的化学成分并没有太大的区别。","“맛있다”와 “맛있지 않다”는 내가 이해하기 어려운 개념이다. 제 생각에는 그들 사이의 화학 성분에 큰 차이가 없습니다."
,"“老大指挥官”！好像不对耶？算啦，这样也挺好的！老大指挥官！","“보스 사령관”! 맞지 않나요? 잊어 버려, 그것도 좋다! 보스 사령관!"
,"“至少你可以活下去。”","“적어도 당신은 살 수 있습니다.”"
,"“裂痕”反应堆组","“균열”원자로 그룹"
,"“这会成为我的力量”？嗯……对不起，指挥官，我不太明白您这句话的意思。","“이게 내 힘이 될거야”? 흠 ... 죄송합니다, 사령관 님, 무슨 말인지 잘 모르겠습니다."
,"“黑兔！”","“검은 토끼!”"
,"“AG……明明是人类反击傀儡的希望啊！”","“AG ... 분명히 꼭두각시와 맞서 싸우는 것은 인류의 희망입니다!”"
,"……不，它对身体没有危害，只不过合成这些奶油的技术，是在我的体内……多少会让我感到一些，羞耻呢……","... 아니, 몸에 해롭지는 않지만,이 크림을 합성하는 기술은 내 몸에 있습니다 ... 조금 부끄럽습니다 ..."
,"……哎呀？我说的可都是大实话哦！你怎么一脸怀疑地看着我，我没在骗你啦，嘻嘻。","……제길? 나는 진실을 말하고있다! 왜 나를 의심스럽게 쳐다 보는거야 거짓말이 아니야 헤헤."
,"……哎，你能收下我这支口琴吗？","... 이봐, 내 하모니카 좀 가져다 줄래?"
,"……哎？没能吓到你吗？真头疼，看来你已经完全习惯了我的恶作剧了啊，让我想想下次该怎么整你……","……야? 겁주지 않았나요? 얼마나 두통이, 당신은 내 장난에 완전히 익숙한 것 같습니다. 다음에 당신을 고치는 방법에 대해 생각하겠습니다 ..."
,"……啊——这、这个和拥抱果然不太一样，会让人很害羞呢。","...... 아 ~ 이거 안아주는 것과는 정말 달라서 부끄러워하는 사람이 많아요."
,"……啊、指挥官，抱歉，这次更新安装了首脑阿特拉斯传输的模块，不知为何我的反应速度下降了许多。","...... 아, 사령관 님 죄송합니다. 이번 업데이트는 리더 아틀라스가 전송 한 모듈을 설치했는데, 왠지 반응 속도가 많이 떨어졌습니다."
,"……嗯哼——平时真是可惜了这副脸蛋，这样不就变得更漂亮、更利落一些了吗？","...... 어허 ~이 얼굴이 보통 안타까운 데 더 아름답고 깔끔해지지 않을까?"
,"……嗯，果然很适合指挥官呢。您也很喜欢吗？这还是我第一次尝试织毛衣，您能喜欢真是太好了，我的努力没有白费……","... 음, 정말 지휘관에게 적합합니다. 당신도 그것을 좋아합니까? 처음으로 스웨터 뜨개질을 해봤는데 마음에 들어서 다행 이네요 내 노력이 헛되지 않았어요 ..."
,"……噗哈！哈……哈……怎……怎么样！我、能在水里、坚持、三分钟！比「喷射猛禽」、更厉害吧！","...퍼프! 하 ... 하 ... 어떻게 ... 어떻게! 나는 물 속에있을 수 있고, 3 분 동안 지속될 수있다! “Jet Raptor”보다 낫다!"
,"……新闻这种东西看了又有什么用呢，没有战斗的力量，还是什么都改变不了。","... 뉴스의 소용은 무엇입니까? 싸우는 힘 없이는 아무것도 바꿀 수 없습니다."
,"……让我也尝一口吗？那恭敬不如从命了。嗯……","... 나도 맛 볼까요? 운명보다 존중하는 것이 낫습니다. 확인……"
,"……那个，您一直盯着属下，是有什么吩咐吗？","... 음, 부하들을 쳐다보고 있었는데 명령이 있습니까?"
,"※会依填写的日期举行特别的庆典","※ 날짜에 특별한 축하가 열립니다."
,"※兑换时间：从 %s - %s 为止","※ 교환 기간 : %s- %s"
,"※兑换时间：从 2020.12.22 11:00 - 2020.12.23 12:00 为止","※ 교환 기간 : 2020.12.22 11 : 00 ~ 2020.12.23 12:00"
,"※只能选择同星级的装备作为素材装备","※ 재료 장비와 별표 등급이 같은 장비 만 선택하십시오."
,"※只能选择部位与星级均相同的装备作为素材装备","※ 부품 및 별 등급이 동일한 장비 만 소재 장비로 선정 가능"
,"※可能因为多种原因切换频道失败","※ 다양한 이유로 채널 전환이되지 않을 수 있습니다."
,"※总舒适度为您当前持有的套装中提供舒适度最高的 %d 个之和","※ 총 편안함은 현재 보유하고있는 수트 중 가장 높은 수준의 편안함을 제공하는 %d의 합계입니다."
,"※技能按照1、2、3的顺序释放（普攻之后的技能将无法自动施放）","※ 스킬은 1, 2, 3 순으로 사용됩니다. (기본 공격 이후 스킬은 자동 사용되지 않습니다.)"
,"※拖动角色框可以快捷换位","※ 문자 프레임을 드래그하면 위치를 빠르게 변경할 수 있습니다."
,"※未获得道具","※ 미획득 아이템"
,"※点击任意空白处关闭","※ 공백을 클릭하면 닫힙니다."
,"※点击技能可以查看详情","※ 스킬을 클릭하시면 자세한 내용을보실 수 있습니다."
,"※点击技能可查看详情","※ 스킬을 클릭하시면 상세 내용을보실 수 있습니다."
,"※点击空白处关闭","※ 공백을 클릭하면 닫힙니다."
,"※该装备没有词条","※이 장비에는 입장이 없습니다"
,"※请放入主要装备（只有二星及以上装备才能进行装备合成）","※ 주요 장비에 넣어 주시기 바랍니다. (2 성 이상 장비 만 결합 가능)"
,"※ 以上两种指令只能选择一种激活","※ 위의 두 명령 중 하나만 활성화 할 수 있습니다."
,"※ 如下载数据超过50MB，则建议您在Wi-Fi环境下完成下载。","※ 다운로드 데이터가 50MB를 초과 할 경우 Wi-Fi 환경에서 다운로드 완료를 권장합니다."
,"※ 完成对应声望的任务可积累声望值","※ 명성에 해당하는 작업을 완료하면 평판 포인트를 적립 할 수 있습니다."
,"※ 将追加下载数据。","※ 추가 다운로드 데이터가 추가됩니다."
,"※ 当前处于Wi-Fi环境下，继续下载将不会使用您的流量。","※ 현재 Wi-Fi 환경에서 다운로드를 계속하면 데이터가 사용되지 않습니다."
,"※ 当前未在Wi-Fi环境下，继续下载将会使用您的流量。","※ 현재 Wi-Fi 환경이 아닌 경우 계속 다운로드하면 데이터가 사용됩니다."
,"※ 当天未登录则无法获得奖励","※ 당일 로그인하지 않으면 리워드를받을 수 없습니다."
,"※ 数据累加生效","※ 데이터 누적 적용"
,"《机动战姬：聚变》运营团队","“모바일 파이터 : 퓨전”운영팀"
,"「一天刃」千早有一个“问题”，她将自己视同为一件武器，只为战斗而打造，最终也会因战斗而损毁。她从未以人类的身份索求过任何事物，仅仅是以对待普通AG的方式对待她，千早都会认为这是不可多得的恩惠，并感激不尽。\n对于军队而言，这或许是一件好事，但是对于千早个人来说，这是一个非常严重的“问题”，无论如何——无论「天之刃」过去发生了什么，现在都必须将心理疏导提上日程，越快越好。","“원데이 블레이드”치하야는 “문제”가 있는데, 그녀는 자신을 전투 용으로 만 제작 된 무기로 간주하고 결국 전투에 의해 파괴 될 것입니다. 그녀는 인간으로서 아무것도 요구하지 않았지만 평범한 AG처럼 그녀를 대했습니다. Chihaya는 이것이 드문 축복이라고 생각하고 감사 할 것입니다.\n군대에게는 좋은 일 이겠지만 치하야에게는 이것은 매우 심각한 “문제”입니다. 과거에 “천국의 칼날”에 무슨 일이 있었는지 상관없이 지금은 심리적으로 인도되어야합니다. 의제에 넣으면 빠를수록 좋습니다."
,"「七武士」成员之一，东云精通长枪，运用武神锻钢厂为她特制的「鬼爪」，搭配内置AI的浮游盾牌，使她的作战能力更上一层楼。","“칠무사”의 멤버 중 한 명인 Dongyun은 Wushen Forge가 특별히 제작 한 “Ghost Claws”와 AI가 내장 된 부동 방패를 사용하여 전투 능력을 향상시키는 장창에 능숙합니다."
,"「七武士」成员之一，东云精通长枪，运用武神锻钢厂为她特制的「鬼爪」，搭配内置AI的浮游盾牌，使她的作战能力更上一层楼。\n同时，东云也具备强大的机动性，甚至能够跳跃到空中攻击敌人，立体的进攻手段使傀儡几乎没有反制的方法。","“칠무사”의 일원 중 한 명인 Dongyun은 Wushen Forge가 특별히 제작 한 “Ghost Claws”와 AI가 내장 된 부동 방패를 사용하여 전투 능력을 향상시키는 장창에 능숙합니다.\n동시에 동윤은 기동력도 강하고 공중으로 뛰어 들어 적을 공격 할 수 있으며, 3 차원 공격 방식으로 인형들은 거의 대응할 수 없다."
,"「七武士」所属战姬技能升级都会用到的道具。","“칠무사”에 속한 워걸의 스킬을 업그레이드하는 데 사용되는 아이템입니다."
,"「七武士」的成员展示了将装满汤汁的小碗放在大腿上，是不怎么正确的行为。","“칠무사”멤버들은 허벅지에 국물이 담긴 작은 그릇을 얹은 것이 옳지 않다는 것을 보여 주었다."
,"「三天刃」修罗。阿特拉斯让修罗来帮你，修罗就来了……你想撕碎什么东西，你想破坏什么东西，都可以告诉修罗，希望这一次，能让修罗尽兴吧！","“Three Heavens Blade”슈라. 아틀라스가 슈라에게 당신을 도와달라고 요청하고 슈라가 여기 있습니다 ... 슈라에게 당신이 파쇄하거나 파괴하고 싶은 것을 말할 수 있습니다. 이번에는 슈라가 재미있게 보내길 바랍니다!"
,"「三天刃」修罗发起了挑战。\n注意她从玩乐转向认真的时刻，找出自信与自傲之间的破绽吧。","“Three Heavens Blade”슈라는 도전을 시작했습니다.\n그녀가 장난 스러움에서 진지함으로 바뀌는 순간에주의를 기울이고 자신감과 자부심의 차이를 찾으십시오."
,"「三天刃」修罗究竟是什么人？\n「一天刃」的剑术、「二天刃」的身法以及「四天刃」的带有特殊作用的薙刀舞，这些「天之刃」成员的作战方式尽管不可思议，但尚且能够判明原理。\n而「三天刃」修罗，她的身体强度、战斗天赋以及恐怖的破坏力都早已超越了科技可以解释的程度，一个人类竟然有着这么强大的力量，实在难以置信。\n目前有关修罗的所有记录都在阵线首脑的严格控制下，禁止任何人以任何名义检阅。","Shura “Three Heavens Blade”는 누구입니까?\n“One Day Blade”의 검술, “Two Heaven Blade”의 바디 테크닉, “Four Heaven Blade”의 Naginata Mai의 특별한 기능은이 “Heaven Blade”멤버의 전투 방법은 믿기지 않지만 여전히 할 수 있습니다. 원리를 이해하십시오.\n'삼천 검'슈라는 그녀의 체력과 전투 능력, 무서운 파괴력이 기술이 설명 할 수있는 수준을 넘어 섰고, 인간이 그렇게 강력한 힘을 가지고 있다는 것은 믿기지 않을 정도 다.\n현재 슈라와 관련된 모든 기록은 전선 지도자의 엄격한 통제하에 있으며, 누구든지 어떤 이름 으로든 검토하는 것은 금지되어 있습니다."
,"「丝线蜘蛛」络丝前来报到……指挥官是把我误认成傀儡了吗？请放心，这些丝线只是我搭载的蛛丝科技而已。","“실크 실 거미”Windsell이보고하러 왔습니다 ... 지휘관이 저를 꼭두각시로 착각 했나요? 걱정하지 마세요.이 실은 제 거미줄 기술 일뿐입니다."
,"「二天一流」！","“이틀 동안 일등석”!"
,"「云雀」妮欧已经完成“系统更新”！","“운작” 니오가 “시스템 업데이트”를 완료했습니다!"
,"「光之翼」所属战姬技能升级都会用到的道具。","「빛의 날개」에 소속된 전희의 스킬을 업그레이드하는데 사용되는 아이템."
,"「共鸣环」是「红榴骑士」和「青金骑士」独有的装备。","“Resonance Ring”은 “Red Rider”와 “Green Gold Rider”의 고유 장비입니다."
,"「冈格尼尔」不喜欢别人随便碰它……你是说弹匣？骑枪上配备弹匣，这有什么新奇的吗？","“갱 니어”는 다른 사람들이 아무렇게나 만지는 걸 좋아하지 않는다 ... 잡지 말이냐? 잡지가 장착 된 랜스에 참신함이 있습니까?"
,"「净化者」在阵线早已臭名昭著，苏利尔身为其中的一员，自然也被其他AG排斥在外，而她的“同伴们”，也因和苏利尔的战斗理念不同而很少与她来往。但苏利尔从不试图去改变什么，她只是平静地接受了自己作为「死亡」的宿命。\n人人都在规避「死亡」，而「死亡」本身看上去，似乎并不可怕。","“정화는”긴 최전선에 악명하고있다. 그 중 하나는, Suriel 자연스럽게 다른 절대 전송률에서 제외되기 때문에. 그녀의 “동료는”또한 거의 때문에 다른 전투 개념의 Suriel과 경쟁하지 않는다. 그녀는오고 갔다. 그러나 Suriel은 아무것도 바꾸려고하지 않았고, 그녀의 운명을 “죽음”으로 침착하게 받아 들였습니다.\n모든 사람이 “죽음”을 피하고 있으며 “죽음”자체는 끔찍하지 않은 것 같습니다."
,"「净化者」总是以极其漠视生命的态度，解决一切可能被傀儡化的人，几年前的苏利尔也是同样，不分是否能救，只认有无被感染。\n但从仇恨中苏醒过后，苏利尔渐渐同情起了傀儡，她开始明白什么才是真正的「死亡」，也因而比任何人都了解生命的意义。\n苏利尔变得越来越不像一个「净化者」，当然，这是一件好事。","“정화자”는 항상 생명에 대한 극도로 무시한 태도를 취하고 꼭두각시를 당할 수있는 모든 사람을 해결합니다. 몇 년 전 수리 엘도 구할 수 있는지 여부에 관계없이 동일하지만 감염 여부 만 인식합니다. 또는 아닙니다.\n그러나 증오심에서 깨어 난 슐 리어는 점차 그 꼭두각시에게 동정심을 갖게되었고, 진짜 “죽음”이 무엇인지 이해하기 시작하여 누구보다 삶의 의미를 더 잘 이해하게되었습니다.\n수리 엘은 점점 더 “청정기”가 되었죠. 물론 이것은 좋은 일입니다."
,"「净化者」所属战姬技能升级都会用到的道具。","“정화자”에 속한 워걸의 스킬 업그레이드에 사용되는 아이템입니다."
,"「净化者」曾是一个危险且不祥的名号，现在它却由你重新定义。我和我的姐妹们都深感幸运，谢谢你。","“정화자”는 한때 위험하고 불길한 이름 이었지만 이제는 당신에 의해 재정의되었습니다. 자매들과 저는 매우 운이 좋습니다. 감사합니다."
,"「净化者」的一员，大部分时间都比较寡言，始终散发着一股难以接近的气场。\n萝妮赛菈总是黏在同为净化者的伊贝丽丝身旁，似乎只要看到伊贝丽丝，就知道萝妮赛菈一定在她的附近。","“정화자”의 일원은 대부분 상대적으로 과묵하며, 항상 접근 할 수없는 아우라를 발산합니다.\n로니 사일라는 항상 정화자이기도 한 이베리스 편을 고수하고 있는데, 이베리스를 본다면 로니 사 일라가 그녀 근처에있을 것임을 압니다."
,"「副官」卡佩拉","「부관」 카펠라"
,"「十字星学生会」所属战姬技能升级都会用到的道具。","「십자성 학생회」에 소속된 전희의 스킬을 업그레이드하는데 사용되는 아이템."
,"「喷射猛禽」在这里吗？我要跟她决斗，我要让她付出代价！","여기 “Jet Raptor”가 있습니까? 나는 그녀와 싸우고 싶다. 나는 그녀가 대가를 치르고 싶다!"
,"「喷射猛禽」米尔维斯，「鹰身女妖」的一号成员，同时也担任队长。使用猛禽裂炮进行射击，脚部装载的热能利爪则用于近身格斗。","“Harpy”의 1 위 멤버 인 “Jet Raptor”Milvis도 주장을 맡고 있습니다. 랩터 크래커는 사격에 사용되며 발의 열 발톱은 근접 전투에 사용됩니다."
,"「喷射猛禽」米尔维斯，「鹰身女妖」的一号成员，同时也担任队长。使用猛禽裂炮进行射击，脚部装载的热能利爪则用于近身格斗。\n尽管机体不是输出力最高的型号，但米尔维斯在成为AG之前就已在阵线中服役，积累了丰富的经验，能力优秀，足以担当队长的身份。","“Harpy”의 1 위 멤버 인 “Jet Raptor”Milvis도 주장을 맡고 있습니다. 랩터 크래커는 사격에 사용되며 발의 열 발톱은 근접 전투에 사용됩니다.\n몸이 가장 강력한 모델은 아니지만 밀 비스는 AG가되기 전에 이미 최전선에서 활약했으며, 선장 역할을 할만큼 풍부한 경험과 뛰어난 능력을 축적했다."
,"「喷射猛禽」米尔维斯，「鹰身女妖」的一号成员，同时也担任队长。使用猛禽裂炮进行射击，脚部装载的热能利爪则用于近身格斗，具备全面的战斗方式。\n尽管机体不是输出力最高的型号，但米尔维斯在成为AG之前就已在阵线中服役，积累了丰富的经验，能力优秀，足以担当队长的身份。","“Harpy”의 1 위 멤버 인 “Jet Raptor”Milvis도 주장을 맡고 있습니다. 랩터 크래커는 사격에 사용되며 발에 장착 된 열 발톱은 포괄적 인 전투 방법으로 근접 전투에 사용됩니다.\n몸이 가장 강력한 모델은 아니지만 밀 비스는 AG가되기 전에 이미 최전선에서 활약했으며, 선장 역할을 할만큼 풍부한 경험과 뛰어난 능력을 축적했다."
,"「天之刃」到底是什么？看来，你还是什么都不知道呢。没关系，这样就好，难得修罗交到一个朋友，没了就太可惜了！","“천국의 칼날”이 정확히 무엇입니까? 아직 아무것도 모르는 것 같습니다. 상관 없어요, 괜찮아요, 슈라가 친구를 사귀는 것은 드물지만, 그렇지 않으면 안타깝습니다!"
,"「天之刃」小队所属，一号成员千早，奉首脑之命，从今日起为您所用。愿本人能献上绵薄之力，成为您的刀剑，为您破除一切阻碍。","“Blade of the Sky”팀은 첫 번째 멤버 Chihaya에 속해 있으며, 리더의 순서에 따라 오늘부터 사용됩니다. 내가 당신의 검이되고 모든 장애물을 부수기 위해 저의 겸손한 힘을 다할 수 있기를 바랍니다."
,"「天之刃」小队所属，二号成员千岁，使用的武器是匕首与飞刺，擅长潜袭与暗杀。作为指挥官的贴身护卫，奉命守卫您的安全。","“Blade of the Sky”팀은 두 번째 멤버 인 Chitose 소속으로, 사용되는 무기는 단검과 박차로, 은밀한 공격과 암살에 능숙합니다. 지휘관의 개인 경비원으로서 당신은 안전을 지키라는 명령을 받았습니다."
,"「天之刃」所属战姬技能升级都会用到的道具。","“Blade of Heaven”에 속한 워걸의 스킬을 업그레이드하는 데 사용되는 소품입니다."
,"「天之刃」是阵线中正式公布未满一年的新部队，穿着风格统一的服饰，佩戴精神增幅器控制武装，并使用超频裂解刃进行战斗。\n除此之外的资料均未公开，即使询问作为队伍代表的一号成员千早，她也不愿意告知任何信息，有关天之刃的情报似乎都受到了阵线的严格管控。","“Heaven 's Blade”는 공식적으로 1 년이 채되지 않아 최전선에 발표 된 새로운 유닛으로, 유니폼 스타일의 옷을 입고 멘탈 부스터를 착용하여 무기를 제어하고 오버 클럭킹 크래킹 블레이드를 사용하여 전투를 벌입니다.\n다른 모든 정보는 공개되지 않았고, 팀의 대표 인 치하야에게 물어봐도 정보 제공을 꺼려했고 스카이 블레이드에 대한 정보는 전면에서 엄격하게 통제하는 듯했다."
,"「天之刃」绝对服从首脑阿特拉斯的指示，她命本人听令与您，本人便不会对您有任何质疑。","“천국의 칼날”은 지도자 아틀라스의 지시에 절대적으로 순종했고, 그녀는 당신의 명령을 따르라고 자신에게 명령했기 때문에 어떤 식으로도 질문하지 않았습니다."
