Confirmed,Source,KOR
O,"米歇尔","미셸"
O,"系统","시스템"
O,"索尼娅","소니아"
,"索菲亚","소피아"
O,"纱卡布拉","샤카브라"
O,"纽带的AG","유대의 AG"
O,"纽带的AG们","유대의 AG들"
O,"纽带部队的AG","유대부대의 AG"
O,"终端","단말기"
O,"经过处理的声音","처리된 소리"
O,"经过处理的女声","처리된 여자 목소리"
O,"维多利亚","빅토리아"
O,"维尔贝娜","베르베나"
O,"缇安特","티안테"
O,"缇米","티미"
O,"编织者愤怒","편직자의 분노"
O,"罗伊斯","로이스"
,"罗蕾莱","로렐라이"
O,"老师","선생님"
O,"联邦的“白色恶魔”？","연방의 '하얀 악마'?"
O,"胡桃","쿠루미"
O,"舞华","마이카"
O,"艾卡西亚","아카시아"
O,"艾维","아이비"
O,"艾莉卡","에리카"
O,"芙克希","폭시"
O,"苏利尔","수리엘"
O,"莉迪亚","리디아"
O,"莫丽丝","모리스"
O,"莱德","라이다"
O,"菲尔","필"
O,"菲比","피비"
O,"菲蒂","피티"
O,"萝丝梅莉","로즈메리"
O,"萝丝梅莉、戴恩","로즈메리, 데인"
O,"落单的小女孩","외톨이 소녀"
O,"蕾娜斯","레이너스"
O,"蕾拉","레이라"
O,"蕾拉&妮欧","레이라&니오"
O,"蕾蕾","레이레이"
O,"蕾薇希雅","레비시아"
O,"被乐声吸引的男人","음악에 매료된 남자"
O,"被称为首脑的少女","정상이라 불리는 소녀"
O,"裂缝章鱼","균열의 옥토퍼스"
O,"西尔维娅","실비아"
O,"记录员","기록원"
O,"语气温柔的女性","말투가 부드러운 여성"
O,"贝妮","베니"
O,"资料终端","데이터 단말기"
O,"赤鹰外表的AG","붉은독수리모습의 AG"
O,"身份不明的AG","정체불명의 AG"
O,"转学生","전학생"
O,"辛迪","신디"
O,"通信频道#1","통신 채널 # 1"
O,"通信频道#2","통신 채널 # 2"
O,"通信频道#3","통신 채널 # 3"
O,"通天港的居民","통천항의 주민"
O,"铁笼","철장"
O,"银河","은하"
O,"链条","유대"
O,"阵线之鹰","전선의 매"
O,"阵线的均衡型AG","전선의 균형형AG"
O,"阵线的重装型AG","전선의 중장형AG"
O,"阵线的AG","전선의 AG"
O,"阿尔玛","알마"
O,"阿特拉斯","아틀라스"
O,"零四","04"
O,"零四&妮欧","04&니오"
,"霍莉","홀리"
O,"静心欣赏的听众","마음을 가라앉히고 감상하는 청중"
O,"饥饿难耐的人","배고픔을 참기 힘든 사람"
O,"？？","？？"
O,"？？？","？？？"
O,"AGR-06？","AGR-06 ？"
