Confirmed,Id,Source,KOR
,"30010006","友方有生命低于30%的目标时","우방이 30%이하의 생명이 있는 경우"
,"30015001","友方有必杀技处于冷却中的目标时","우방의 필살기가 냉각된 목표에 있을 때"
,"15000685","效果目标不处于减益状态时","효과목표가 감익상태가 아닌 경우"
,"15001503","自身隐藏计数器3点时","자신이 계수기를 3포인트 숨긴 경우"
,"10001601","自身能量为0点时","자신의 에너지가 0인 경우"
,"15001682","己方全体有处于防护罩状态的目标时","자기측 전체가 보호덮개 상태인 경우"
,"15001684","自己有防护罩状态时","스스로 보호덮개 상태가 된 경우"
,"15001701","效果的目标不处于加速状态时","효과의 목표가 가속도가 없는 경우"
,"15001702","效果的目标处于加速状态时","효과의 목표가 가속된 상태일 때"
,"15001902","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15091902","状态效果目标处于电击状态时","컨디션 효과 타깃이 전기충격 상태일 경우"
,"15092001","技能主目标生命高于50%时","기능 주 목표 생명이 50%이상인 경우"
,"15092011","技能主目标生命低于50%时","기능 주 목표 생명이 50%이하인 경우"
,"15002001","效果的目标不处于眩晕状态时","효과의 목표가 어지럼증이 없는 경우"
,"15002011","效果的目标处于眩晕状态时","효과의 목표가 어지러운 상태인 경우"
,"15002003","敌方全体有处于烧伤状态的目标时","적 전체는 화상 상태의 표적이 있는 경우"
,"15002103","效果的目标处于眩晕状态时","효과의 목표가 어지러운 상태인 경우"
,"15002301","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15002602","自身处于减益状态时","자신이 이익감소 상태인 경우"
,"15002682","效果的目标处于烧伤状态时","효과의 표적이 화상 상태인 경우"
,"15002701","自身处于增益状态时","자신이 플러스 상태일 때"
,"15003003","技能主目标生命低于30%时","기능 주 목표 생명이 30%이하인 경우"
,"15003004","技能主目标生命低于40%时","기능 주 목표 생명이 40%이하인 경우"
,"15003082","自身处于减益状态时","자신이 이익감소 상태인 경우"
,"15003083","自身不处于减益状态时","자신이 감익상태가 아닌 경우"
,"15003084","自身处于防御力上升状态时","자신이 방어력이 상승된 상태일 때"
,"15003101","效果的目标处于电击状态是","효과의 목표는 전기충격 상태는"
,"15003402","己方目标不只有1人时","자신의 목표가 1인만이 아닐 때"
,"15003601","自身处于隐匿状态时","자신이 은닉 상태일 때"
,"15003701","技能主目标处于减速状态时","기능 주 목표가 감속 상태일 경우"
,"10003702","自身能量为2点以上时","자신의 에너지가 2포인트 이상인 경우"
,"15003703","敌方目标只有1人时","적 목표가 단 한 명일 때"
,"15004301","技能主目标生命低于50%时","기능 주 목표 생명이 50%이하인 경우"
,"15004302","技能主目标生命高于50%时","기능 주 목표 생명이 50%이상인 경우"
,"15004401","效果目标没有标记状态时","효과 목표에 표시 상태가 없는 경우"
,"15004402","效果目标有标记状态时","효과 목표에 표시 상태가 있는 경우"
,"15004403","敌方有处于标记状态的目标时","적에게 표시된 상태의 표적이 있는 경우"
,"15004404","效果目标没有标记状态时","효과 목표에 표시 상태가 없는 경우"
,"15004484","受到伤害高于15%最大生命","15%이상의 피해를 입은 최대 생명"
,"10004601","自身能量为0点时","자신의 에너지가 0인 경우"
,"10004683","自身处于修罗状态时","자신이 수라 상태일 때"
,"15004701","技能主目标处于烧伤状态时","기능 주 타깃이 화상 상태일 경우"
,"15004702","敌方全体有处于烧伤状态的目标时","적 전체는 화상 상태의 표적이 있는 경우"
,"15004781","效果目标处于烧伤状态时","효과 목표가 화상 상태인 경우"
,"15004784","敌方全体有处于免疫状态的目标时","적 전체는 면역 상태의 표적이 있을 때"
,"15004801","技能主目标处于增益状态时","기능 주 타깃이 증가된 상태일 때"
,"15004802","技能主目标不处于增益状态时","기능 주 타깃이 증가하지 않는 경우"
,"15094802","自身处于隐匿状态时","자신이 은닉 상태일 때"
,"15094803","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15005203","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15005301","自身能量为5点以上时","자신의 에너지가 5포인트 이상인 경우"
,"15095301","技能目标处于烧伤状态时","스킬 타깃이 화상 상태일 경우"
,"15005401","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15005503","效果的目标生命高于30%时","효과의 목표 생명이 30%이상인 경우"
,"15005513","效果的目标生命低于30%时","효과의 목표생명이 30%이하인 경우"
,"15005585","效果目标有减速状态时","효과목표가 감속상태인 경우"
,"15005601","效果的目标处于电击状态是","효과의 목표는 전기충격 상태는"
,"15005602","技能主目标处于5电击状态以下时","기능 주 목표가 5전격 상태 이하인 경우"
,"15005612","技能主目标处于5电击状态以上时","기능 주 목표가 5전격 상태 이상인 경우"
,"15005621","技能目标处于1个电击状态以上时","스킬 목표가 1전격 이상일 경우"
,"15005622","技能目标处于2个电击状态以上时","스킬 목표가 2개의 전기충격 상태 이상인 경우"
,"15005623","技能目标处于3个电击状态以上时","기능목표가 3개의 전기충격상태 이상인 경우"
,"15005624","技能目标处于4个电击状态以上时","스킬 목표가 4개의 전기충격 상태 이상인 경우"
,"15005625","技能目标处于5个电击状态以上时","기능목표가 5개의 전기충격상태 이상인 경우"
,"15005701","效果的目标生命低于50%时","효과의 목표생명이 50%이하인 경우"
,"15005702","效果的目标生命高于50%时","효과의 목표 생명이 50%이상인 경우"
,"15005801","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15005802","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15005901","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15005902","效果的目标不处于减益状态时","효과의 목표가 감익상태가 아닐 때"
,"15005903","自身处于隐匿状态时","자신이 은닉 상태일 때"
,"15006102","自身能量为5点以上时","자신의 에너지가 5포인트 이상인 경우"
,"15006103","自身处于怪力状态时","자신이 괴력 상태일 때"
,"15006182","技能未偏斜时","스킬이 기울어지지 않은 경우"
,"15006201","自身处于减益状态时","자신이 이익감소 상태인 경우"
,"15096301","效果目标处于增益状态时","효과 목표가 증가된 상태일 때"
,"15006302","敌方有处于增益状态的目标时","적에게 이득이 되는 상황이 있는 경우"
,"15006401","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15006481","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15006510","效果的目标不处于减益状态时","효과의 목표가 감익상태가 아닐 때"
,"15006511","效果的目标处于减益状态时","효과의 목표가 감익 상태일 때"
,"15006530","己方青金骑士存活","자기편 청금기사가 살아남다"
,"15006531","自身必杀技不处于冷却中时","자신의 필살기가 냉각되지 않았을 때"
,"15006601","自身处于增益状态时","자신이 플러스 상태일 때"
,"15006630","自身处于无敌状态时","자신이 무적 상태일 때"
,"15006631","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15006681","受到伤害低于15%最大生命","15%이하의 피해를 입은 최대 생명"
,"15006801","自身处于2技能效果中时","자신이 2기능효과중인 경우"
,"15006884","自身生命低于50%时","자신의 생명이 50%이하인 경우"
,"15006901","技能主目标不处于增益状态时","기능 주 타깃이 증가하지 않는 경우"
,"15007001","自身计数器为1点以上时","자가계수기가 1포인트 이상인 경우"
,"15007002","自身必杀技处于冷却中时","자신의 필살기가 냉각되어 있을 때"
,"15007103","效果的目标生命为1时","효과의 목표 생명이 1인 경우"
,"15007403","技能主目标处于增益状态时","기능 주 타깃이 증가된 상태일 때"
,"15007501","自身计数器为1点时","자가 계수기가 1인 경우"
,"15007502","自身处于增益状态时","자신이 플러스 상태일 때"
,"15007503","自身处于不屈状态时","자신이 불굴의 상태에 있는 경우"
,"15007504","单次受伤超过810","한 번의 부상이 810이 넘는다"
,"15007505","单次受伤超过10000","한 번의 부상이 10,000이 넘는다"
,"15007601","技能主目标处于电击状态时","기능 주 타깃이 전기충격 상태일 경우"
,"15007602","技能主目标生命低于50%时","기능 주 목표 생명이 50%이하인 경우"
,"15007603","技能主目标处于减益状态时","기능 주목표가 이익감소 상태인 경우"
,"15007681","有敌人处于免疫时","적이 면역에 처했을 때"
,"15007884","自己有防御力大幅上升状态时","스스로 방어력이 크게 향상된 상태일 때"
,"15008084","自己有防护罩状态时","스스로 보호덮개 상태가 된 경우"
,"15008101","自身处于破魔状态时","자신이 파마 상태일 때"
,"15008102","自身不处于破魔状态时","자신이 파마 상태에 있지 않은 경우"
,"15008201","目标未闪避","목표를 아직 재빨리 피하지 않았다."
,"15008202","技能主目标处于电击状态时","기능 주 타깃이 전기충격 상태일 경우"
,"15008203","目标不处于增益状态时","목표가 증가하지 않는 경우"
,"15008284","有敌人处于电击状态时","적이 전기충격 상태에 처했을 때"
,"15008301","自身计数器为1点时","자가 계수기가 1인 경우"
,"15008302","自身必杀技处于冷却中时","자신의 필살기가 냉각되어 있을 때"
,"15008303","自身计数器为0点时","자가 계수기가 0인 경우"
,"15008304","敌方目标只有1人时","적 목표가 단 한 명일 때"
,"15009001","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15009002","自身处于速度提升状态时","자신이 속도 향상 상태인 경우"
,"15009081","技能未产生暴击时","스킬 폭격이 발생하지 않은 경우"
,"15009082","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15009382","自身处于无敌状态时","자신이 무적 상태일 때"
,"15009420","目标生命大于等于50%时","목표 생명이 50%이상인 경우"
,"15009421","目标生命小于50%时","목표 생명이 50%이하인 경우"
,"15009501","技能主目标不处于增益状态时","기능 주 타깃이 증가하지 않는 경우"
,"15009502","技能主目标处于增益状态时","기능 주 타깃이 증가된 상태일 때"
,"15009601","技能目标处于1层腐蚀状态时","기능목표가 1층 부식상태인 경우"
,"15009602","技能目标处于2层腐蚀状态时","기능목표가 2층 부식상태인 경우"
,"15009603","技能目标处于3层腐蚀状态时","기능목표가 3층 부식상태인 경우"
,"15009604","技能目标处于4层腐蚀状态时","기능목표가 4층 부식상태인 경우"
,"15009605","技能目标处于多于4层腐蚀状态时","기능목표가 4층보다 부식된 상태인 경우"
,"15009606","技能目标处于腐蚀状态时","기능목표가 부식상태일 경우"
,"15009607","技能目标处于减益状态时","기능목표가 이익감소 상태인 경우"
,"15009684","敌方全体处于腐蚀状态时","적 전체는 부식상태일 때"
,"15009685","敌方有目标处于2层腐蚀状态以上时","적측 목표물이 2층 부식 상태 이상인 경우"
,"15009901","自身生命高于50%时","자신의 생명이 50%이상인 경우"
,"15009902","自身生命低于50%时","자신의 생명이 50%이하인 경우"
,"15009903","自身生命低于75%时","자신의 생명이 75%이하인 경우"
,"15010030","自身处于减益状态时","자신이 이익감소 상태인 경우"
,"15010031","自身处于4个以下减益状态时","자신이 4개 이하의 감익상태인 경우"
,"15010032","自身处于4个以上减益状态时","자신이 4개 이상의 감익상태인 경우"
,"15010120","己方有人死亡","자기 쪽에서 죽은 사람이 있다."
,"15011030","目标无增益时","목표에 추가 이익이 없는 경우"
,"15011301","自身计数器为0点时","자가 계수기가 0인 경우"
,"15011302","自身计数器为1点时","자가 계수기가 1인 경우"
,"15011303","自身计数器为2点时","자가 계수기가 2인 경우"
,"15012901","技能主目标生命高于50%时","기능 주 목표 생명이 50%이상인 경우"
,"15501001","技能目标处于减益状态时","기능목표가 이익감소 상태인 경우"
,"15504006","技能目标生命高于50%时","기능 목표 생명이 50%이상인 경우"
,"15504007","技能目标生命低于50%时","기능 목표 생명이 50%이하인 경우"
,"15100001","效果目标处于增益状态时","효과 목표가 증가된 상태일 때"
,"15100002","效果的目标生命低于50%时","효과의 목표생명이 50%이하인 경우"
,"15100003","效果目标无任何减益状态时","효과 목표에 아무런 감익상태가 없는 경우"
,"15100004","效果目标处于减益状态时","효과목표가 이익감소 상태인 경우"
,"15100005","技能主目标处于增益状态时","기능 주 타깃이 증가된 상태일 때"
,"15100006","效果的目标生命低于30%时","효과의 목표생명이 30%이하인 경우"
,"15100007","技能主目标处于中毒状态时","기능 주목표가 중독 상태인 경우"
,"15100008","效果目标不处于减益状态时","효과목표가 감익상태가 아닌 경우"
,"15100009","自身处于速度提升状态时","자신이 속도 향상 상태인 경우"
,"15100010","效果目标处于防御提升状态时","효과 목표가 향상된 방어 상태인 경우"
,"15100011","效果目标有标记状态时","효과 목표에 표시 상태가 있는 경우"
,"15100012","有目标处于中毒状态时","목표가 있는 경우 중독 상태일 때"
,"15100013","自身处于攻击提升状态时","자신이 공격적으로 향상된 상태인 경우"
,"15100014","技能产生暴击时","기능에 폭격이 생긴 경우"
,"15100015","自身处于减益状态时","자신이 이익감소 상태인 경우"
,"15100016","自身处于护盾状态时","자신이 보호자 상태인 경우"
,"15105901","自身计数器为0点时","자가 계수기가 0인 경우"
,"15106001","自身计数器为0点时","자가 계수기가 0인 경우"
,"15107301","效果的目标处于电击状态是","효과의 목표는 전기충격 상태는"
,"15190101","效果的目标生命低于50%时","효과의 목표생명이 50%이하인 경우"
,"15190102","效果的目标生命低于50%时","효과의 목표생명이 50%이하인 경우"
,"15190103","效果的目标生命低于50%时","효과의 목표생명이 50%이하인 경우"
,"15190104","技能主目标处于中毒状态时","기능 주목표가 중독 상태인 경우"
,"15190105","有目标处于中毒状态时","목표가 있는 경우 중독 상태일 때"
,"15190106","技能主目标处于竖琴师的诅咒状态时","기능 주 타깃이 하프레이터의 저주 상태일 때"
,"15190107","自己处于竖琴师的诅咒状态时","자신이 하프사의 저주 상태에 처했을 때"
,"15190201","效果的目标生命低于50%时","효과의 목표생명이 50%이하인 경우"
,"15190202","技能主目标处于3个以上增益状态时","기능주목표가 3개 이상 증가된 상태인 경우"
,"15190203","效果目标处于3个以上减益状态时","효과목표가 3개 이상 감익상태인 경우"
,"15190204","效果目标有队友存活时","효과적 목표에 팀 동료가 살아있을 때"
,"15190205","效果目标自身处于眩晕状态","효과 목표 자체가 어지러운 상태"
,"15190206","技能主目标处于标记状态时","기능 홈 타겟이 표시된 상태일 때"
,"15190301","自身不处于减益状态时","자신이 감익상태가 아닌 경우"
,"15190302","自身处于护盾状态时","자신이 보호자 상태인 경우"
,"15190303","自身不处于护盾状态时","자신이 보호자가 아닌 경우"
,"15190304","效果目标自身生命小于50%","효과 목표 자신의 생명이 50%보다 작다"
,"15190305","自身处于减益状态时","자신이 이익감소 상태인 경우"
,"15190306","自身不处于减益状态时","자신이 감익상태가 아닌 경우"
,"15190307","自身处于大于1个减益状态时","자신이 1개의 감익보다 큰 상태인 경우"
,"15190308","自身不处于加速","스스로 가속하는 상태에 있지 않다"
,"15190309","自身处于加速","자신이 가속도에 처하다"
,"15190401","效果的目标处于减速状态时","효과의 목표가 감속 상태일 때"
,"15190402","己方有人死亡","자기 쪽에서 죽은 사람이 있다."
,"15190403","自身计数器为1点时","자가 계수기가 1인 경우"
,"15190404","自身计数器为2点时","자가 계수기가 2인 경우"
,"15190405","自身计数器为3点时","자가 계수기가 3인 경우"
,"15190406","自身计数器为4点时","자가 계수기가 4인 경우"
,"15190407","自身计数器为5点时","자가계수기가 5시인 경우"
,"15190408","只有自己存活时","혼자만 살아남을 때"
,"15190409","自身生命低于50%时","자신의 생명이 50%이하인 경우"
,"15190410","有1名队友时","팀 동료가 한 명 있을 때"
,"15190411","有2名队友时","팀 동료가 2명 있을 때"
,"15190412","有3名队友时","팀 동료가 3명일 때"
,"15190601","效果目标的敌方存活数为2","효과 목표의 적 생존 수는 2이다"
,"15190602","效果目标的敌方存活数为2","효과 목표의 적 생존 수는 2이다"
,"15190603","自身处于攻击上升状态时","자신이 공격적으로 상승하는 상태일 때"
,"15190604","自身处于防御上升状态时","스스로 상승 방어 상태일 때"
,"15190605","目标无增益时","목표에 추가 이익이 없는 경우"
,"15190701","效果目标的己方存活数为1","효과 목표의 자기 생존수는 1이다"
,"15191001","没有敌人处于增益时","적은 없고 이익만 증대되는 상황에 처해 있다."
,"15191002","存在敌人生命低于25%时","25%이하 적 생명이 존재하는 경우"
,"15191101","自身处于弱化状态时","자신이 약화된 상태일 때"
,"15191102","自身处于隐身状态时","자신이 은신 상태일 때"
,"15191401","效果目标的己方存活数大于1","효과 목표의 자기 생존 수 1 이상"
,"15191504","效果目标的己方存活数大于1","효과 목표의 자기 생존 수 1 이상"
,"15191601","技能主目标不处于增益状态时","기능 주 타깃이 증가하지 않는 경우"
,"15191602","自身处于强化状态时","자신이 강화된 상태인 경우"
,"15191603","自身处于2个或以上强化状态时","자신이 2개 또는 그 이상 강화된 상태인 경우"
,"15191701","效果目标的己方存活数大于1","효과 목표의 자기 생존 수 1 이상"
,"15191702","自身不处于2个或以上弱化状态时","자신이 2개 이상 약화된 상태가 아닌 경우"
,"15192001","自身处于强化状态时","자신이 강화된 상태인 경우"
,"15192002","自身生命低于50%时","자신의 생명이 50%이하인 경우"
,"15192003","效果目标的己方存活数大于1","효과 목표의 자기 생존 수 1 이상"
,"15192004","自身处于强化状态时","자신이 강화된 상태인 경우"
,"15192005","自身处于强化状态时","자신이 강화된 상태인 경우"
,"15192006","自身处于强化状态时","자신이 강화된 상태인 경우"
