Confirmed,Source,KOR
,"「特异者」芙克希是科研机构「锻米尔AG科研学会」的优秀的人才，拥有极高的学术水平和丰硕的研究成果，连旗舰「奥特兰德号」的部分设计都使用了她的专利。\n令人意外的是，她的战斗表现也在平均之上，其超强的分析能力能够帮助她观察与计算战局，并发挥巨大的作用。\n作为研究人员，在必要的时候，拿枪的手也出乎意料地稳定。","특이자인 프록시는 과학 연구 기관인 단조미르AG 연구 학회의 우수한 인재로 매우 높은 학술 수준과 풍부한 연구 성과를 가지고 있으며, 플래그십인 오트랜드호의 일부 설계에도 그녀의 특허를 사용하였다. \n은 의외로 그녀의 전투 행동도 평균을 웃돌며, 그녀의 강력한 분석 능력은 그녀가 전세를 관찰하고 계산하는 데 큰 역할을 할 수 있도록 도와준다. \n은 연구자로서 예상외로 매우 뛰어난 분석 능력을 가지고 있다. \n은 의외로 많은 연구를 수행한다."
,"「舰队起航」 纽带指令经验获取途径","함대 출항 유대 명령어 경험 획득 경로"
,"「鹰身女妖」二期和一期的风格差异巨大，从双方队员装备的区别上就可见一斑。此前作为一期候选人的纱卡布拉，更倾向于一期的开发理念，因此在了解二期理念后，她原先因被选为队长而产生的兴奋，立马变成了无处释放的失望。\n总算进入理想的阵营，却处于完全不同的分支，纱卡布拉的心情并非不能理解......","매신녀 요괴 2기와 1기의 스타일 차이가 매우 커 쌍방의 장비 차이에서 알 수 있습니다.1기 후보였던 사카브라가 1기 개발 이념에 무게를 두고 2기 이념을 파악한 뒤 리더로 뽑혔던 흥분은 곧 풀리지 않는 실망으로 바뀌었다. \n이 드디어 이상적인 진영에 들어왔지만 전혀 다른 분파에 있는 사카브라의 심정을 이해 못할 바는 아닌데…."
,"「鹰身女妖」所属的AGR-02「黑影渡鸦」，克罗娅斯擅长突袭和隐蔽行动，在潜入作战中表现优异。从战斗履历来看，这不仅和她的装备特性有关，本人精明的性格更是成功的关键。\n她似乎对“低调行事”这一点有着深刻的理解，十分擅长隐藏自己的踪迹，战斗报告也极少出现有关克罗娅斯的具体描述，低调到连观测专员都不清楚她是如何作战的。","'매신녀 요괴'가 속한 AGR-02 '검은 그림자'로 크로아스는 기습과 은밀한 행동을 일삼아 침투 작전에 뛰어났다.전투이력을 보면 장비 특성상 본인의 재치 있는 성격이 성공의 관건이다.\n그는 '조용한 행동'에 대한 이해가 깊은 듯 자신의 종적을 감추는 데 능숙하고, 전투보고서에 크로아스에 대한 구체적인 묘사는 거의 없어 관측관조차 그녀가 어떻게 작전을 수행했는지 알 수 없을 정도로 절제되어 있다."
,"【信息】","【정보】"
,"【您没有活动CG收藏】","【당신은 활동하지 않았습니다CG컬렉션】"
,"【方寸】词条完成度","【방촌】표제어 완성도"
,"【暂未有内容，请继续进行游戏】","【내용이 없습니다, 게임을 계속 진행하십시오.】"
,"【黑胶炸鸡】","【블랙스프링치킨】"
,"一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一个简短的介绍一","짤막한 소개 하나 짤막한 소개 하나 짤막한 소개 하나 짤막한 소개 하나 짤막한 소개 하나, 짤막한 소개 하나, 짤막한 소개 하나, 짤막한 소개 하나."
,"一个简短","간단명료하다"
,"一个","한 개"
,"一二三四五六七","하나, 둘, 셋, 넷, 다섯, 여섯 일곱"
,"一二三四五六七八九十一二…","하나, 둘, 셋, 넷, 다섯, 여섯, 여덟, 아홉, 열, 12…"
,"一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十","하나, 둘, 셋, 넷, 다섯, 여덟, 아홉, 십, 일, 둘, 셋, 넷, 넷, 넷, 여덟, 아홉, 열, 넷, 넷, 넷, 여덟, 아홉, 넷, 넷, 넷, 여덟, 아홉, 아홉, 넷, 넷, 여덟, 아홉,"
,"一二三四...","하나, 둘, 셋, 넷..."
,"一切都源于一起特殊的傀儡行为案例：根据锻米尔学会的记录，年幼时的奥妮安曾经被傀儡所抚养，这便是奥托露娜将奥妮安带回研究的原因。然而直到现在，类似的傀儡行为再也未有目击记录，也没有人知道为什么会发生这种事情。\n另外必须注意，该记录是奥托露娜高级三等机密，需要通过奥托露娜的女王批准才能检阅，切勿外传，切勿告知其他AG。","어린 시절의 오닐이 괴뢰에게 양육됐던 것이 연구로 돌아온 이유인 특이한 괴뢰행위 사례에서 비롯됐다.그러나 지금까지 이런 괴뢰행위에 대한 목격 기록은 더 이상 없고, 왜 이런 일이 일어났는지 아무도 모른다.\n또한 이 기록은 오토루나의 3등 비밀로, 오토루나의 여왕 승인을 받아야만 검열할 수 있으며, 외부로 퍼지지 말고 다른 AG에 알리지 말아야 한다."
,"一份匿名的录音文件发送到了舰船的终端里。\n“现在阵线里的那些新兵蛋子连大象都打不中……你还想继续让她们上战场？”\n“只有我能够毫发无伤的干掉那些渣滓，既然你是功利主义者，更应该听我的！”\n“那些麻雀不适合上战场，特别是康德尔，尤其不会打架，胜利从来只有强者能获得。”\n这份谈话的录音虽然只保留了米尔维斯的声音，但是她对舰队内的其他AG如此严苛的原因已经有了解答，米尔维斯只是……希望战斗的人仅有她一个而已。","익명의 녹음파일이 함선 터미널로 보내졌다.\n“지금 전선의 신병 알들은 코끼리도 못 치는데… 계속 전쟁터에 내보내려고?\n”나만 상처 없이 찌르레기를 제거할 수 있고, 네가 공리주의자라면 내 말을 더 들어야 한다!“\n”참새들은 전쟁터에 나갈 수 없고, 특히 콘델, 특히 싸울 수 없고, 승리는 강자밖에 없다.“\n 이 담화 녹음은 밀비스의 목소리만 남아 있지만 함대 내 다른 AG가 그렇게 가혹하게 행동하는 이유에 대한 해답은 이미 나와 있을 뿐, 밀비스는…. 싸움을 원하는 사람은 그녀뿐이다."
,"一击必杀斩舰刀","일격에 반드시 함도를 죽이고 참수해야 한다."
,"一句话描述当前状况，增加带入感","한 마디로 현재의 상황을 묘사하여, 흡입감을 높이다"
,"一大箱宝石","보석 한 상자"
,"一键升星","원터치 별"
,"一键填充","원터치 충전"
,"一键添加","원터치 추가"
,"一键领取","클릭 한 번에 수령하다."
,"七天人","칠일 동안"
,"七天刃","칠천날"
,"七天刃 ","칠천날"
,"七日登陆","칠일 상륙"
,"七武士中相对年幼的成员，舞华将对方当作后辈般照顾着。","일곱 무사 중 상대적으로 어린 멤버인 무화는 상대를 후배처럼 보살핀다."
,"七武士中最憧憬的前辈，东云经常粘着对方，缠着她撒娇。","7무사 중 가장 동경하는 선배, 동운은 늘 상대에게 달라붙어 애교 부린다고 조른다."
,"七武士的前辈之一，负责指导东云料理、整顿等生活技能。","세븐 사무라이의 선배 중 한 명으로, 도운 요리, 정비 등의 생활 기량을 지도한다."
,"七武士的领袖，在舞华的帮助下，忍才得以进入七武士。","칠무사의 지도자는 무화의 도움으로 칠무사에 들어갈 수 있었다."
,"七武士中最初的伙伴之一，共同经历过许多，如今牵绊坚不可摧。","7무사의 최초 파트너 중 한 명은 많은 것을 함께 겪어왔지만, 지금은 걸림돌로 얽혀 있다."
,"七武士的新晋成员，以极强的进攻性为特征，使用眼花缭乱的枪术将敌人快速解决，但却时常疏于防御。东云很信任自己的自律型浮游盾牌，认为它能保护好自己，还亲切地称它为“鬼前辈”。\n且不说那个形状花哨得根本不像盾牌的东西到底可不可靠……至少七武士的前辈们都有些担心她的战斗方式，「红莲」舞华还刻意花费了更多的时间，教导东云闪避的技巧。","칠무사의 신진 조직원은 공격성이 강한 것을 특징으로 현란한 창술로 적을 빠르게 해결하면서도 방어에 소홀했다.동운은 자신의 자율형 플랑크톤 방패를 믿고 자신을 지켜줄 것이라 생각하며 '귀신선배'라고 친절하게 부르기도 했다.\n은 방패같지 않게 화려한 모양새가 믿을 수 있는 것은 둘째치고… 적어도 일곱무사의 선배들은 그녀의 전투방식을 걱정하기도 했고, 홍련은 시간을 더 들여서 동운에게 피하는 법을 가르치기도 했다."
,"七武士","칠무사"
,"七武士中的伙伴，志同道合，意气相投，颇有相见恨晚的感觉。","7무사의 파트너는 의기투합하고 의기투합해 늦게 만난 것 같은 기분이 든다."
,"七武士中的成员，虽然忍在许多地方很随性，但还是能服从琉璃的管理。","세븐 사무라이의 멤버는 여러 곳에서 참는 것이 제멋대로지만 유리의 관리에 복종한다."
,"七武士中相对年幼的成员，经常受到琉璃的特殊关照。","칠무사 중 상대적으로 어린 멤버는 유리의 특혜를 많이 받는다."
,"万","만"
,"三星及以上","삼성 이상"
,"三星战姬","삼성 전희"
,"上任日期","부임 날짜"
,"上次在线 -","지난번 온라인 -"
,"上次排名","지난번 순위"
,"上阵","싸움터로 나가다"
,"下一步","다음"
,"下一点能量恢复:","다음 에너지 회복:"
,"下次更新商品列表","다음 업데이트 상품 목록"
,"下次更新商品列表的时间为","다음 상품 리스트 업데이트 시간은"
,"下载","다운로드"
O,"不可升级","업그레이드 불가"
O,"不可恢复","회복 불가"
O,"不可用","불가능"
,"不选择锁定的战姬","잠금된 전희를 선택하지 않음"
,"不错，前去给予好评！","그래, 가서 호평해!"
O,"不   可   用","불  가  능"
,"优先攻击头目","우선적으로 두목을 공격하다"
,"优先攻击头目怪物","두목 괴물 우선 공격"
,"优先攻击傀儡群","괴뢰 무리를 우선 공격하다"
,"优先攻击通常怪物","일반적인 몬스터를 우선 공격합니다."
,"从骑士团调任而来的成员，与奥妮安相处得不太顺利，需要奈莎的帮助。","기사단에서 전근 온 멤버는 오닐과 잘 지내지 못해 나사의 도움이 필요했다."
,"不和","불화"
,"不满","불만"
,"亲密","친밀하다"
,"代表着正义、坚定、强大等等正面形象，几乎受到所有人敬仰的AG大前辈。\n但与此同时，过于特殊的身份与过于传奇的经历也使她逐渐符号化，成为了一个令人敬畏的标志，而不再被大多数AG视为伙伴和友人。\n只要稍作观察即可发现，除了蕾拉、梅尔等早期型号之外，鲜少有人会在任务之外主动接触妮欧。\n她是孤独的——这很难以置信，但这也是事实。","정의, 굳건함, 강함 등 긍정적인 이미지로 거의 모든 사람에게 존경받는 AG 대선배. \n하지만 동시에 너무 특별한 신분과 너무 전설적인 경험은 그녀를 점점 기호화시키고, 대부분의 AG가 더 이상 파트너이자 친구로 여기지 않는 경외의 아이콘이 되고 있다. \n은 조금만 보면 라일라, 멜 등 초기 모델 외에는 믿을 수 없을 정도로 고독했다. \n은 임무 외에 스스로 네오를 접촉하는 것이 별로 없었다. \n"
,"世界上首位格斗型AG，也是首个大幅度接受义肢化改造的AG。\n除了出身自阵线之外，过去的经历和成为AG的来龙去脉都被严格保密，甚至连真实姓名都不为人所知，只能以\nAG编号零四相称。\n四肢曾受到过严重的损伤，随后接种了战斗用的义肢，使她不仅从战斗中重获新生，更获得了超越常人的战斗力。","세계 최초의 격투형 AG이자 AG 최초로 의지화 리모델링을 받았다.\n은 자진 출신 외에 과거의 경력과 AG가 된 경위까지 철저히 비밀에 부쳐져 실명조차 알려지지 않은 채 \nAG번호 4번으로 불릴 수밖에 없었다.\n 팔다리에 심각한 손상을 입었던 그는 전투용 의지를 접종해 전투뿐 아니라 전투력을 얻었다."
,"与对待他人的温柔相对，奈莎对待自己则相当严格——为了科学研究，甘愿献出自己的一切。\n在她看来，一切都是为了描绘更美好的明天而打下的基础，这也是奈莎加入锻米尔AG科研学会的初衷。她坚信自己的研究成果最终将造福全人类，而在那之前，自己所做的牺牲，实在算不上什么。\n这也是为什么大家常说奈莎是科研学会的榜样。她的精神深深地感染了科研学会的AG以及研究人员，激励着大家前进。","과학 연구를 위해 기꺼이 자신의 모든 것을 바치는, 다른 사람을 대하는 부드러움에 비해 나사는 자신을 매우 엄격하게 대한다.\n이 보기에 모든 것이 더 나은 내일을 그리기 위한 기초이며, 이것이 나이사의 단조미르AG 연구학회 가입의 초지이기도 하다.그녀는 자신의 연구 성과가 결국 전 인류를 행복하게 할 것이라고 굳게 믿었고, 그 전까지 자신이 한 희생은 아무것도 아니었다. \n이는 사람들이 흔히 나자를 과학 학회의 귀감이라고 말하는 이유다.그녀의 정신은 과학 연구 학회의 AG와 연구자들을 깊이 감염시켜서 사람들을 격려하고 있다."
,"事到如今，“魔法到底存不存在”对她来说已经无关紧要了。\n生活在拉结尔市的艾莉卡本应远离战火，无忧无虑，即使在机缘巧合下获得了力量，也没有人强迫她战斗，是她自己选择前往战场。\n她认为，既然这份力量选择了自己，那么就必须肩负相应的责任。无论这份力量是“魔法”还是“科技”，只要能让这个世界变得更好，那便是艾莉卡的使命——\n“魔法的意义，就是给大家带来幸福”。","이제 '마법의 존재 여부'는 그녀에게 중요하지 않다. \n이 라헬에 사는 에리카는 전화와는 거리가 먼 걱정 없이 우연의 일치에서 힘을 얻어도 아무도 그녀에게 싸움을 강요하지 않고 스스로 전장으로 나가는 것이다. \n은 그 힘이 자신을 선택하는 만큼 그에 상응하는 책임을 져야 한다고 생각한다.그 힘이 '마법'이든 '테크놀로지'든 세상을 더 좋게 만드는 일이라면 그것은 에리카에게 주어진 '마법의 의미, 행복을 주는 일'이다."
,"任何被东云恶语相向过的人再看到她面对其他武士时的样子，都会为她的区别对待而感到震惊。作为七武士中年龄较小的成员，东云不仅备受前辈宠爱，她自己也时常像一个乖巧的妹妹一样粘着前辈们不放，跟她对待陌生人时的凶恶态度截然不同。\n好在「红莲」、「青鬼」等武士都表示不必担心，东云只是在怕生而已，很快就会暴露本性。","동운에게 폭언을 당한 사람은 누구든 그녀가 다른 무사를 대하는 모습을 보면 그의 차별에 놀란다.7무사 중 나이가 어린 멤버인 동운은 선배들의 사랑을 듬뿍 받았을 뿐만 아니라 자신도 늘 얌전한 동생처럼 선배들에게 달라붙어 낯선 사람을 대할 때와는 다른 험악한 태도를 보였다.\n좋게도 「홍련」, 「청귀」등 무사들은 걱정할 필요가 없다고 말했고, 동운은 낯을 가릴 뿐 곧 본성을 드러냈다."
,"为人直爽，拥有不可思议的亲和力，无论是来自何方的AG，缇安特都能很快地和她们打好关系。越是冷漠的人反而越容易受到缇安特的影响，缇安特很擅长消除他人对自己的隔阂。\n对奥托露娜的事物有着浓厚的兴趣，经常能看到缇安特拉着骑士们一起讨论在奥托露娜的日常生活。对于奥托露娜的AG来说，和地表的AG进行日常方面的交流，也是相当难得的经验。","시원시원하고 어처구니없는 친화력으로 어디서 왔든 티안테는 금방 친해진다.차가운 사람일수록 티안테의 영향을 받기 쉬운데, 티안테는 자신에 대한 칸막이를 없애는데 능하다. \n은 오토루나의 사물에 관심이 많아 티안테가 기사들을 끌고 다니며 오토루나에서의 일상에 대해 토론하는 모습을 자주 볼 수 있다.아우토루나의 AG에게도 지표면의 AG와 일상적인 커뮤니케이션은 매우 드문 경험이다."
,"与同系谱的其他型号不同，鹰身女妖的四号机体特别注重外观，据称这是搭载者帕芙妮丝的特别要求。大量使用的贵金属使其武装远远超出阵线AG的规格，造价甚至高过其余鹰身女妖成员的总和。\n理论上，AG在制造时都有预算的限制，然而帕芙妮丝的AG化预算不设任何上限，因此在阵线情报机关未提交帕芙妮丝的资料前，舰队内就充满了对帕芙妮丝背景的讨论。","같은 계보의 다른 모델과 달리 응신녀 요괴 4호기는 외관을 중시해 탑재자 파프니스의 특별한 요구사항으로 알려졌다.대량으로 사용된 귀금속은 전선 AG의 규격 이상으로 무장되어 있고, 심지어 제작비는 나머지 매신녀 요괴 조직원들을 합한 것보다 더 비쌌다. \n 이론상 AG는 제작에 제한이 있지만, 파프니스의 AG화 예산에는 아무런 상한선이 없기 때문에 전선 정보기관이 파프니스의 자료를 제출하기 전부터 함대 내에서는 파프니스의 배경에 대한 논의가 무성했다."
,"「天之刃」是阵线中正式公布未满一年的新部队，穿着风格统一的服饰，佩戴精神增幅器控制武装，并使用超频裂解刃进行战斗。\n除此之外的资料均未公开，即使询问作为队伍代表的一号成员千早，她也不愿意告知任何信息，有关天之刃的情报似乎都受到了阵线的严格管控。","'하늘의 날'은 전선에서 공식적으로 발표된 지 1년도 되지 않은 새로운 부대로, 스타일 통일 복장과 정신증폭기를 착용하고 무장을 통제하며, 초주파 분해 날을 사용하여 전투를 수행한다. \n 이외의 자료는 공개되지 않았으며, 팀 대표 1번 멤버인 천구에게 물어봐도 어떤 정보도 전선에서 엄격하게 통제되고 있는 것 같다."
,"「一天刃」千早有一个“问题”，她将自己视同为一件武器，只为战斗而打造，最终也会因战斗而损毁。她从未以人类的身份索求过任何事物，仅仅是以对待普通AG的方式对待她，千早都会认为这是不可多得的恩惠，并感激不尽。\n对于军队而言，这或许是一件好事，但是对于千早个人来说，这是一个非常严重的“问题”，无论如何——无论「天之刃」过去发生了什么，现在都必须将心理疏导提上日程，越快越好。","하루의 칼날은 자신을 하나의 무기로 간주하고, 오직 전투를 위해 만들었다면, 결국 전투로 인해 파괴될 수도 있다.인간으로서 아무것도 구한 적 없이 그저 AG로만 대하는 그녀의 모습은 더할 나위 없는 은혜라 여기고 감격할 것이다. \n군대에는 좋은 일이겠지만, 이른 아침 개인에게는 너무나도 심각한 '문제'이다. 어쨌든 하늘의 칼에 과거에 어떤 일이 있었든 간에 이제는 심리적인 소통이 필요한 시점이다."
O,"世界：","세계:"
O,"世界","세계"
,"东云","동운"
,"东方之珠区域探索","동방지주 탐사"
,"个人专长","특기"
,"个人信息","개인 정보"
,"个人排名","개인 순위"
,"个人故事","개인 이야기"
,"中","중"
,"中将二阶","중장 이계"
,"中断战斗","싸움을 중단하다"
,"中断战斗将无法获得该场战斗的奖励","전투를 중단하면 그 전투의 장려를 얻을 수 없을 것이다."
,"为夜莺","위야앵"
,"主动技能","능동 기능"
,"主属性将删除","주 속성이 삭제됩니다"
,"主线剧情","줄거리"
,"主线CG","메인 CG"
,"主线","본줄"
,"主要奖励","주요 포상"
O,"主要属性：","주요 속성 :"
O,"主要属性:","주요 속성:"
O,"主要属性","주요 속성"
O,"主要报酬","주요 보수"
O,"主要装备","주요 장비"
,"之后不再提示","이후 더 이상 알림 없음"
,"也许从其他人看来只是毫无意义的去死，但对于奥托露娜的骑士来说","남들이 보기엔 그저 의미 없는 죽음으로 보일지 몰라도 오토루나의 기사에게는"
,"也许我只是一条没有什么前途的提示信息，3秒后就要消失","아마도 나는 비전이 없는 메시지일 뿐, 3초 후면 사라질 것이다."
,"书籍","책"
,"买了！","샀다!"
,"二十四岁是学生D","24살은 학생 D이다."
,"二十四岁是学生","24살은 학생이다."
,"二十四岁","스물네 살"
,"二十四岁,是学生","24살에 학생이다"
,"二十四","이십사"
,"云冠群岛","운관군도"
,"五星及以上","별 다섯 개 이상"
,"五星战姬","오성전희"
,"交换已在编队中战姬的站位","이미 편대에서 전희의 입석을 교환하다"
,"仅限一次","한 번만"
,"今后不再提示","금후 더 이상 제시하지 않겠다"
,"今日不再弹出","오늘 다시 꺼내지 않기"
,"今日不再提示","오늘 더 이상 알림 없음"
,"今日剩余","금일잉여"
,"今日可捐献次数","오늘 기부 가능 횟수"
,"今日已捐款","오늘 이미 기부했다."
,"今日已捐献","오늘 이미 헌납했다"
,"介绍文字","소개 문자"
,"介绍：","소개:"
,"从高等级战姬开始升星","고급 전희부터 별을 따다"
,"仓库","창고"
,"仓库容量增加","창고 용량이 증가하다"
,"付费7500","유료 7500"
,"代理作战结束","대리 작전 종료"
,"代理作战","대리 작전"
,"令人头痛的捣蛋鬼——山猫小队从来不缺捣蛋的人。\n与凯蒂和缇米一起的话可以组成“捣蛋三连星”，当你看到她们三个一起出现的时候，就该为接下来会发生的事情头疼好一会了。","골칫덩어리인 링스 소대에는 장난꾸러기들이 빠지지 않는다.\n은 케이티, 티미 등과 함께라면 '깡패 3연발'을 이룰 수 있어 셋이 함께 나오는 것을 보면 앞으로 일어날 일에 대해 좀 더 고민해야 할 것 같다."
,"以下战姬","이하 전희"
,"任务名字","작업 이름"
,"任务完成","작업 완료"
,"任务","임무"
,"任务已过期","작업이 만료되었습니다"
,"任务开始","작업 시작"
,"任务描述任务描述任务描述
任务描述任务描述","작업 설명 작업 설명 작업 설명
작업 설명 작업 설명"
,"任务文案","임무 문안"
,"任务条件","작업 조건"
,"任务目标","작업 목표"
,"任务系统","작업 시스템"
,"任务详情","작업 상세 정보"
,"仿生蝾螈","방생 도롱뇽"
,"伏尔泰在不经意间这样说过","볼테르는 무심코 이렇게 말했다."
,"优先使用升星战姬","승성전희 우선 사용"
,"优先攻击精英","우선 공격 엘리트"
,"优先目标","우선 목표"
,"会进行重新随机，输入YES确认操作。","다시 무작위로 YES를 입력하여 확인 작업을 진행합니다."
,"会长的名字八个字","회장의 이름은 여덟 자이다."
,"传说","전설"
,"伤害提升30%","부상 30%증가"
,"伤害量增加5%","상해량이 5%증가하다"
,"伤害","해치다"
,"似乎","마치"
,"作为鹰身女妖的队长，领导着其他小队成员。","매신녀 요괴의 리더로 다른 소대원을 이끌고 있다."
,"作为乐天派的菲蒂，一直用乐观的心态给蜘蛛特工注入活力，让大家能在战争的阴霾中重新找到自己的方向。\n对菲蒂来说，未来只会越来越好吧。正是菲蒂的积极与乐观，不断地感染着蜘蛛特工。不知不觉间，她已经成为了蜘蛛特工的核心，大家的精神支柱。","롯데파인 피티는 항상 낙관적인 마음으로 거미 요원들에게 활력을 불어넣어 전쟁의 그늘에서 다시 자신의 방향을 찾을 수 있도록 해준다.\n은 피티에게 미래가 점점 더 좋아질 수밖에 없다.바로 피티의 긍정과 낙관이 거미 공작원을 끊임없이 감염시키고 있다.어느덧 스파이더 공작원의 핵심이자 모두의 정신적 지주로 자리 잡았다."
