Confirmed,Id,Source,KOR
O,"11","「共鸣环」系统：青金骑士与红榴骑士的独有装备。使用特殊雷达对相同构造的AG进行多址传输脑波信息，实现AG之间的感知共享。","「공명의 고리」 시스템：청금기사와 홍류기사의 독자적인 장비.같은 구조의 AG를 특수레이더로 다중접속해 뇌파 정보를 전송해 AG 간 감지 공유가 가능하다."
O,"12","「学院都市」：建立在安全区腹地的都市，阵线将地表的绝大部分学校都集中在这里，以确保教育系统安全并方便统一管理。","「학원도시」：안전지역 외지에 세워진 도시로, 지표면의 대부분의 학교가 이곳에 집중되어 있어 교육시스템의 안전 확보 및 통합 관리가 용이합니다."
O,"13","人工脊椎「猫尾」：通过延长在AG体内的人工脊椎，强化AG的密集格斗能力。目前山猫小队全员均应用了此技术。","인공척추 「고양이 꼬리」：AG 체내에 있는 인공척추의 연장을 통해 AG의 밀집격투기 능력을 강화합니다.현재 링스 소대 전원이 이 기술을 사용하고 있다."
O,"14","「AG」：全称「Artery Gear」，由人类开发的对傀儡兵器，经过义肢化改造和训练得获得不同的能力。\nAG对傀儡的「提线」有显著的免疫力，因此被广泛投入战场，逐步取代传统的兵器。","「AG」：풀네임 Artery Gear. 인류에 의해 개발된 대괴뢰 병기는 의지화를 거쳐 개조되고 훈련을 통해 서로 다른 능력을 얻는다.\nAG는 괴뢰의 제선에 대해 현저한 면역력을 가지고 있기 때문에 전쟁터에 광범위하게 투입되어 점차 전통적인 병기를 대체하게 된다."
O,"15","「七武士」：原本是阵线的AG，现在她们从阵线中脱离，不受任何势力的控制和指挥，自发行动，通常驻守在被阵线放弃的最前线城市附近。","「7무사」：원래는 전선의 AG였으나, 그녀들은 전선에서 이탈하여, 어떤 세력의 통제와 지휘를 받지 않고, 자발적으로 행동하며, 보통 전선이 포기한 최전선의 도시 부근에 주둔한다."
O,"16","「傀儡战争」：人类在和它们的战斗中节节败退，不过现在最新锐兵器「AG」重新为人类带来了希望。","「괴뢰 전쟁」：인류는 그들과의 전투에서 점점 패퇴하였으나, 현재 최신예 병기인 AG는 다시 인류에게 희망을 가져다 주었다."
O,"17","「魔法少女AG」：每当傀儡侵袭便会出现的神秘AG团体，部分成员是学院都市的在读生，自称会使用“魔法”，目前尚未清楚这些AG的运作机理。","「마법소녀 AG」：꼭두각시가 습격할 때마다 등장하는 미스터리 AG 단체로 일부 멤버는 학원도시 재학생으로 '마법'을 쓴다고 주장하며 운영체계에 대해서는 알려지지 않았다."
O,"18","「纽带」舰队：「纽带」是特别行动组织，拥有调动阵线联合与奥托露娜双方AG的权限。据说由第一次傀儡战争的「AG」妮欧主导成立。","「유대」 함대：「유대」는 특별 행동 조직으로, 전선 연합과 오토루나 쌍방의 AG를 움직일 수 있는 권한을 가진다.제1차 괴뢰전쟁의 AG 니오가 주도했다고 한다."
O,"19","「奥托露娜」：原本是用于宇宙实验的卫星，在数十年间逐渐扩建成庞大的卫星城市。地表爆发战争后，卫星城便成为了唯一一个绝对安全的地方。","「오토루나」：원래는 우주 실험용 위성이었지만, 수십 년 동안 거대한 위성 도시를 건설해 왔다.지표면 전쟁이 터지면서 위성도시가 절대적으로 안전한 유일한 곳이 됐다."
O,"20","「鹰身女妖」：由首脑与阵线军高层主导并授权给旗下的研究组织，围绕“猛禽”这一概念，花费巨资研发的特殊系谱，除了拥有强大的对傀儡战斗力以外，还隐藏着某一特性。","「매신녀귀」：수뇌부와 전선군 수뇌부가 주도해 산하 연구조직에 권한을 부여하고 랩터라는 개념을 둘러싸고 막대한 비용을 들여 개발된 특수 계보에는 강력한 대괴뢰 전력 외에 어떤 특성이 숨어 있다."
O,"21","「AG的编号」：根据AG的特性划分为01 02 03等数个大系，每个类别分别代表着不同的战斗特性和能力。","「AG의 일련번호」：AG의 특성에 따라 0102 03 등 몇 개의 큰 계통으로 구분되며, 각 카테고리별로 서로 다른 전투 특성과 능력을 대표합니다."
O,"22","「寒州」：目前地表上最大的人类安全区，也是阵线总指挥部的所在地。","「한주」：현재 지표면에서 가장 큰 인류 안전 지역이자 전선 총지휘부의 소재지입니다."
O,"23","「感染区」：根据傀儡化规模，人们将地表划分为「安全区」、「废弃区」以及「感染区」，因为常年的战争「感染区」内存在大量放射性物质，普通人类难以进入其中。","「감염 구역」：괴뢰화 규모에 따라 사람들은 지표면을 안전 구역, 폐기 구역 및 감염 구역으로 구분합니다. 왜냐하면 장기간 전쟁 중 감염 구역에는 대량의 방사성 물질이 존재하기 때문에 일반 인류는 그 안에 들어가기 어렵습니다."
O,"24","「空降师团」：由阵线以及奥托露娜共同建立的师团，从卫星和地表各地吸纳人才，在奥托露娜上训练改造后投放回地表，投放后大多数由阵线接管。","「공정사단」：전선 및 오토루나가 공동으로 창설한 사단은 위성과 지표 각지에서 인재를 흡수하고, 오토루나에서 훈련을 개조한 후 지표면에 투하한 후 대다수를 전선이 인계한다."
O,"25","「通天港」：地表上唯一能够通往奥托露娜的城市，虽然是阵线辖区，但是奥托露娜为之配备了大量防卫设施。","「통천항」：지표면에서 오토루나와 통할 수 있는 유일한 도시로, 전선 관할 지역이지만, 오토루나는 이를 위해 대량의 방위 시설을 갖추고 있다."
O,"26","「寒州」：目前地表上最大的人类安全区，也是阵线总指挥部的所在地。","「한주」：현재 지표면에서 가장 큰 인류 안전 지역이자 전선 총지휘부의 소재지입니다."
O,"27","「废弃区」：指傀儡化程度小，但基础设施和城市被破坏殆尽的区域。阵线不负责该区域内的防卫，也很少有人类生活在此。","「폐구(廢區)」：괴뢰화 정도는 작지만 기반시설과 도시가 거의 파괴된 지역을 말한다.전선은 이 지역 내 방위를 담당하지 않았고, 인간도 드물게 살고 있었다."
O,"28","「奥托露娜」：原本是用于宇宙实验的卫星，在数十年间逐渐扩建成庞大的卫星城市。地表爆发战争后，卫星城便成为了唯一一个绝对安全的地方。","「오토루나」：원래는 우주 실험용 위성이었지만, 수십 년 동안 거대한 위성 도시를 건설해 왔다.지표면 전쟁이 터지면서 위성도시가 절대적으로 안전한 유일한 곳이 됐다."
O,"29","「铁锤号」：阵线的最大指挥中枢，整个舰船驻守着数万位战备人员。在以战舰为主体的基础上，还加装了复合强化装甲以及多种火炮，甚至配备了陆上行进履带，兼具海上和路上移动两种功能。","「해머호」：전선의 최대 지휘 중추로, 전체 함선이 수만 명의 전투 준비 인원을 주둔시키고 있다.전함(戰艦)을 주체로 한 복합강화기갑과 다양한 포를 장착하고 육상행진 이행대역까지 갖춰 해상·도로 이동 기능도 갖췄다."
O,"30","「湛蓝都市」：原本是地表的「安全区」，但是现在观测到都市内部存在小规模傀儡化。出于对都市的设施保护，阵线首脑并不准备投入破坏能力较强的AG。","「푸른도시」：원래는 지표면의 '안전구역'이었지만, 현재 도시 내부에는 소규모 괴뢰화가 관측되고 있다.전선 수뇌부는 도시에 대한 시설보호 차원에서 파괴력이 강한 AG를 투입할 계획은 없다."
O,"31","「AG的编号」：根据AG的特性划分为01 02 03等数个大系，每个类别分别代表着不同的战斗特性和能力。","「AG의 일련번호」：AG의 특성에 따라 0102 03 등 몇 개의 큰 계통으로 구분되며, 각 카테고리별로 서로 다른 전투 특성과 능력을 대표합니다."
O,"32","「奥特兰德号」：配给「纽带」指挥官的指挥旗舰，具备长距离巡航能力。因为「纽带」部队的特殊性，旗舰内大部分空间都被建造为AG的战备室，所以旗舰本身火控系统较弱，更依赖指挥官自身的能力。","「오트랜드호」：유대의 지휘관을 배속하는 지휘기함으로 장거리 순항 능력을 갖추고 있다.유대 부대의 특수성으로 인해 플래그십 내 대부분의 공간이 AG의 전비실로 만들어졌기 때문에 플래그십 자체는 화기 제어 시스템이 약하고 지휘관 자신의 능력에 의존하고 있다."
O,"33","「提线」：「傀儡」的特性之一，具有将生物以及机械转化为自己下属的能力，被转化的生物会失去原本的思维能力，并且傀儡化过程一旦开始就无法治愈。","「줄타기」：꼭두각시의 특성의 하나로 생물 및 기계를 자신의 부하로 바꾸는 능력을 가지고 있습니다. 전환된 생물은 원래의 사고 능력을 상실하게 됩니다. 그리고 꼭두각시화 과정이 시작되면 치유될 수 없습니다."
O,"34","「蜘蛛特工」：该队伍的成员均接受了极大程度的改造，不但五脏六腑均由高精度元件代替，血管与神经也全部变为能量电极和感知模拟器，以机器的姿态继续人类的生活……","「스파이더」：이 팀의 구성원들은 모두 극대한 개조를 받았습니다. 오장육부는 모두 고정도 소자로 대체되었을 뿐만 아니라 혈관과 신경도 모두 에너지 전극과 감지 시뮬레이터로 바뀌었습니다. 기계의 자세로 인간의 생활을 계속합니다."
O,"35","「傀儡化」：生物或机械变成「傀儡」时的一种状态，此时原本生物的意识将被「傀儡」完全入侵，成为人类的威胁。","「괴뢰화」：생물이나 기계가 괴뢰로 변했을 때의 상태입니다. 이때 원래 생물의 의식이 괴뢰에게 완전히 침공당하여 인류의 위협이 될 것입니다."
O,"36","「奥托露娜黑曜骑士团」：黑曜骑士的成员多为平民提拔而来，主要位于暗处，负责某些“不符合贵族身份”的任务。","「오토루나 흑요 기사단」：흑요 기사들은 주로 민간인들을 위해 발탁되어 왔으며, 주로 어두운 곳에 위치해 '귀족답지 않은' 임무를 맡았다."
O,"37","「阵线联合」：傀儡战争爆发后，由地表国家组成的反傀儡国家联盟。超级AI「阿特拉斯」则作为阵线首脑，指挥着人类部队反击傀儡。","「전선연합」：괴뢰전쟁 발발 후 지표면 국가들로 구성된 반괴뢰국가연합.슈퍼 AI 아틀라스는 전선 수반으로서 인간군대의 괴뢰 반격을 지휘하고 있다."
