Confirmed,Id,Source,KOR
,"200001026","虽然规则是必须存在的，但这里既然是大家放松的地方，我觉得宽松一些也不要紧，您认为呢？","규칙은 반드시 존재하지만, 이 곳은 모두가 느긋하게 지내는 곳이라면 제 생각에는 느슨해도 괜찮을 것 같은데요, 어떻게 생각하세요?"
,"200001027","哎呀，这是指挥官给我们准备的东西吗？似乎还挺有趣的，不知道零四会不会喜欢呢。","아이고, 지휘관이 준비한 물건인가.재미있을 것 같은데요."
,"200001028","挑食可不是一件好事哦，在这个时代还能享用这么丰盛的伙食，我们都应该心存感激才对。","음식을 가려 먹는 것도 좋은 일이 아니다. 이렇게 푸짐한 식사를 할 수 있는 시대에 감사해야 한다."
,"200001029","我对食物没有特别的喜好，只要营养均衡就行。哎呀，在饭桌上说这个是不是太无趣了？","저는 음식에 대한 특별한 선호도는 없습니다. 영양 균형만 있으면 됩니다.아이고, 밥상머리에서 이거 말하는 건 너무 재미없지 않나요?"
,"200001030","零四又将自己关在房间里了？唉，她总是不愿意与大家交流，这可不好啊。","4번 또 방에 가둬놨어?아이고, 그녀는 항상 사람들과 교류하기를 원하지 않으니 정말 좋지 않구나."
,"200001031","距离下一个任务还有一些时间，趁现在休息休息吧。","다음 임무까지는 아직 시간이 있으니, 이참에 쉬어라."
,"200001035","为了在下次战斗的时候保持专注与精力充沛，现在必须放松自己，充分休息。","다음 전투에서 집중력을 유지하기 위해서는 이제는 여유를 갖고 휴식을 취해야 한다."
,"200001036","疲劳感马上就一扫而光了。尽管知道调整池的原理，但还是会感到不可思议呢。","피로감이 금세 가셨다.연못을 조정하는 원리는 알지만 기가 막힐 정도다."
,"200001037","好啦，大家别在水池边玩闹了，很容易摔倒的哦。梅尔，尤其是你。","자, 여러분 연못가에서 놀지 마세요. 넘어지기 쉬워요.멜, 특히 너."
,"200001038","前方监测到敌军信号！各位保持警戒，做好战斗准备！","전방에서 적군의 신호가 감지되었다!여러분 경계태세를 갖추고 전투준비를 하십시오!"
,"200001039","好的！","그래!"
,"200001040","瞄准。","겨냥하다."
,"200001041","射击！","사격!"
,"200001042","近身战准备！","근접전 준비!"
,"200001043","你们其实很痛苦吧……","너희들 사실 많이 아프지..."
,"200001044","贯雷射流炮，准备！","뇌사 유포, 준비!"
,"200001045","现在就给你们解脱！","지금 바로 해탈해드리겠습니다!"
,"200001046","唔……","………"
,"200001047","呃！","어!"
,"200001048","唔……我没事的，现在不是担心我的时候……","ㅎㅎ괜찮아,지금은내걱정할때가아니야."
,"200001049","现场发生了一些意外……趁现在损失还不大，尽快撤退吧！","현장에 불상사가 발생했는데…. 아직 피해가 크지 않은 틈을 타 빨리 철수하자."
,"200001050","辛苦您了，指挥官，此次战斗我们大获全胜，感谢您优秀的指挥！","수고하셨습니다, 지휘관님, 이번 전투에서 우리는 대승을 거두었습니다. 훌륭한 지휘자에게 감사드립니다!"
,"200001051","只是以往积累的经验发挥了作用而已，各位多多参与实战，也能获得我这种战绩的。","그동안 쌓은 노하우가 빛을 발했을 뿐인데 실전에 많이 참여해 주셨다면 저 같은 성적을 거둘 수 있을 겁니다."
,"200001052","非常感谢您的指导，多亏了您，我才能有所成长。","지도해주셔서 감사합니다. 덕분에 제가 성장할 수 있었습니다."
,"200001053","越是拥有强大的力量，越要肩负更多的责任，这是我在持续多年的战斗中学到的道理。","강한 힘을 가질수록 더 많은 책임을 져야 한다는 것이 내가 수년간 계속해 온 싸움에서 배운 도리다."
,"200001054","我的力量越来越强大、能做到的事情也越来越多了，这是不是也意味着，我向理想的世界更进一步了呢？","내 힘이 세지고 할 수 있는 일이 많아졌다는 것은 내가 이상적인 세계로 한 걸음 더 나아갔다는 의미 아닐까."
,"200001055","今天也辛苦您了，指挥官。哎呀，我说这个会很唐突吗？怎么会呢！","오늘도 수고 많으셨습니다, 지휘관님.아이고, 내가 이걸 말하면 좀 당황스러울까요?그럴 리가요!"
,"200001056","您一直都这么辛苦地处理各种事项，还总是为我们着想，我对您表示感谢才是应该的哦。","이렇게 힘든 일 처리하고 항상 저희를 생각해주신다면 제가 감사드리는 것이 당연한 일입니다."
,"200001057","又有一个任务告一段落了。真不可思议，我们竟然在不知不觉间完成了这么多任务，解决了这么多看似不可能的问题.。","또 하나의 임무가 일단락되었다.우리가 자신도 모르는 사이에 이렇게 많은 임무를 완수하고, 불가능해 보이는 문제를 이렇게 많이 해결하게 되다니 정말 놀랍다."
,"200001058","好像只要跟指挥官在一起，我们就什么都能办到一样。","지휘관과 함께라면 무엇이든 해낼 수 있을 것 같았다."
,"200001059","指挥官您看，今天世界的版图又发生了一些变化。","지휘관님, 보십시오. 오늘날 세계의 판도에 또 약간의 변화가 생겼습니다."
,"200001060","人们正在收复失地，其中一片正是我们的战果。","사람들이 잃어버린 땅을 되찾고 있는데, 그중 하나가 바로 우리의 전과다."
,"200001061","而我作为单独的个体，能跟伙伴们、跟您一起为了这个世界而努力，我感到非常地幸运与光荣。","저는 단독 개체로써 동료들과, 당신과 함께 이 세상을 위해 노력할 수 있어 매우 행운과 영광입니다."
,"200001062","指挥官，每次我到地表战斗的时候都会想，这片土地、这座城市曾经是什么样子的呢；","지휘관, 나는 지표면에 나가 싸울 때마다 이 땅, 이 도시가 어떤 모습이었을까 하는 생각을 했다."
,"200001063","如果没有战争，我所击毁的那些傀儡原本又该是什么样子的呢。","전쟁이 없었다면 내가 쳐부순 괴뢰들은 원래 어떤 모습이었을까."
,"200001064","每次想到这些，我都会觉得……非常可惜。","그런 생각을 할 때마다…. 너무 아쉽다."
,"200001065","一起来改变世界吧！","함께 세상을 바꾸자!"
,"200001066","每次我对伙伴们说这句话的时候，她们都会露出疑惑不解的表情。","내가 동료들에게 이 말을 할 때마다 그들은 의아한 표정을 지었다."
,"200001067","但我相信指挥官会明白的——我想改变世界，将她变成没有战争、没有痛苦、大家都能获得幸福的样子。","그러나 나는 세계를 전쟁도, 고통도, 모두가 행복할 수 있는 모습으로 바꾸고 싶다는 것을 지휘관이 알게 될 것이라고 믿는다."
,"200001068","指挥官，您愿意和我一起，改变世界吗？","지휘관님, 저와 함께 세상을 바꾸실래요?"
,"200001069","指挥官，我有一样东西想给你看……这是一张旧时代的照片。","지휘관, 보여주고 싶은 게 하나 있는데…. 구시대 사진이다."
,"200001070","当时傀儡战争还没有爆发，高楼与树木自然生长，人们走在街道上，从不担心自己会突然失去生命。","당시 괴뢰전쟁은 발발하기 전이었고, 고층 건물과 나무들이 자연스레 자라고 있었고, 사람들은 거리를 걸으며 갑자기 목숨을 잃을지도 모른다는 걱정을 하지 않았다."
,"200001071","据说这是在我出生的那年拍摄的，我却完全没有印象，于是再看一遍相同的风景就成为了我的梦想。","내가 태어난 해에 촬영했다고 하는데 전혀 기억이 나지 않아 같은 풍경을 다시 보는 게 꿈이 됐다."
,"200001072","现在，我想把我的梦想分享给指挥官您，您愿意收下这张照片吗？","이제 저의 꿈을 지휘관님께 공유하고 싶은데, 이 사진을 받아주시겠습니까?"
,"200006001","机动战姬。","기동전희."
,"200006002","「天鹅」玛格特，暂时迁徙到这个舰队里了。你就是指挥官？呵，看起来跟别的人类没什么两样嘛。","백조 마거트, 잠시 이 함대로 이동했습니다.니가 지휘관이라고? 헉, 여느 인간과 다를 바 없어 보이는데."
,"200006003","哎呀，你是专门来见我的吗？","아이고, 너는 특별히 나를 만나러 왔니?"
,"200006004","你今天打算做什么？让我看看人类的思考方式吧。","당신은 오늘 무엇을 할 계획입니까?인간의 사고방식을 보자."
,"200006005","你要一直待在这里吗？呵呵，不如和我去做点更有趣的事情吧？","당신은 항상 여기에 있을 겁니까?ㅋㅋ 차라리 나랑 가서 더 재미있는 일 좀 하지 않을래?"
,"200006006","呵呵呵，你就这么在意我的着装吗？让我猜猜，你都在联想些什么？","허허허, 내 차림새가 그렇게 마음에 드니?내가 알아맞혀 보자,너는 무슨 생각을 하고 있니?"
,"200006007","尽情思考吧，用有限的智慧去尝试无限的可能，我还挺喜欢你这种做法的呢。","마음껏 생각해봐, 제한된 지혜로 무한한 가능성을 시도해봐, 난 네가 좋아."
,"200006008","如果有需要的话，就让我来给点提示吧。依靠我的力量去解决难题，是你的特权哦。","필요한 거 있으면 내가 힌트를 줄게요.나의 힘으로 어려운 문제를 해결하는 것이 당신의 특권입니다."
,"200006009","呵呵，你是不是想让我再主动一点呀？这当然没问题，不过要“主动”到哪个地步好呢？","허허, 너 나한테 좀 더 적극적으로 하라고 할 생각이지?물론 문제없지만 어디까지 '주동'하는 게 좋을까."
,"200006010","哎呀，不要老是移开视线嘛，只许你观察我的身体，不许我观察你的眼睛吗？","아이고, 자꾸 눈을 떼지 말란 말이야, 내 몸만 봐줄래, 네 눈만 봐줄래?"
,"200006011","虽然我可以直接告诉你答案，但这样就没有乐趣了呢，还是让你自己去找吧。放心，你一定能找到的。","내가 직접 답을 알려줄 수는 있지만, 이러면 재미가 없겠네요. 직접 찾아보라고 하세요.안심해, 너는 반드시 찾을 수 있을 거야."
,"200006012","休息时间？呵，你该不会在用人类的标准来衡量我的体力吧？","쉬는 시간? 헉, 혹시 인간의 기준으로 내 체력을 가늠하고 있는 건 아니겠죠?"
,"200006013","你需要休息？呵呵呵……也就是说，你放心把剩余的事情都交给我了？","너 휴식이 필요해? 흐흐흐… 그럼, 마음 놓고 남은 일 다 나한테 맡겼단 말이야?"
,"200006014","你又忘记签收邮件了吗？呵，人类的记忆力真是靠不住呀。","당신은 또 메일에 서명하는 것을 잊었습니까?헉, 인간의 기억력은 정말 믿을 수 없다."
,"200006015","特别作战？呵呵，要做的事情明明都差不多，为什么非要起个别的名字呢？","특별작전? 허허, 할 일은 다 비슷한데 왜 굳이 다른 이름을 붙였을까?"
,"200006022","这里的休息区做得还不错嘛，让我刮目相看了呢。","여기 쉼터는 꽤 잘 만들었네, 눈을 비비고 다시 보게 해 주었네."
,"200006023","写的都是些无关紧要的事情呢，人类的视角还是那么狭窄呀。","별것 아닌 일을 다 썼는데 인간의 시각은 그렇게 좁구나."
,"200006024","哎呀，你们继续吧，我只是来消磨时间的。","아이고, 너희들은 계속해라.나는 단지 시간을 보내러 온 것이다."
,"200006025","这些设施对我没有帮助呢，毕竟我跟你们是不一样的嘛。","이런 시설들은 나에게 도움이 안 된다. 어쨌든 나는 너희들과는 다르잖아."
,"200006026","呵呵，我的“同伴们”能保持乐观，都是无知带来的好处呢。","허허, 내 '동료들'이 낙관하는 것은 무지의 덕분이야."
,"200006027","竟然要用这些东西来娱乐？哼——","이런 걸로 놀다니?흥-"
,"200006028","甜品？我不需要哦，把它留给那些容易满足的孩子们吧。","디저트? 난 필요 없어, 만족하기 쉬운 아이들에게 남겨줘."
,"200006029","饱腹感只能满足最基础的需要，我想要的是更高等的东西哦。","포만감은 기초적인 필요를 충족시킬 수 있을 뿐, 더 높은 것을 원합니다."
,"200006030","我必须和她们共享生活空间吗？也好，说不定能看到有趣的事情呢。","내가 그들과 삶의 공간을 공유해야 할까?좋아, 어쩌면 재미있는 것을 볼 수 있을지도 몰라."
,"200006031","你也一起来休息吧。哎呀，不需要吗？我还以为人类都是很容易累的呢。","너도 같이 쉬자.아이고, 필요 없습니까?나는 인간은 모두 쉽게 피곤할 줄 알았다."
,"200006035","锻素调整池竟然被其他人称之为“温泉”，呵呵呵，实在太好笑了。","단조조종탕이 '온천'이라니 ㅋㅋㅋ 너무 웃겨요."
,"200006036","她们都不知道“锻素”的原理呢，奥托露娜的保密工作做得可真好呀。","단소의 원리를 모르는데 오토루나는 비밀 유지에 정말 잘하더라."
,"200006037","你不去试试泡一下锻素吗？放心吧，它对你来说是无害的哦。","너는 가서 단소를 좀 담그지 않니?안심해라,그것은 너에게 무해한 것이다."
,"200006038","争斗会弄脏羽毛的，这种事情由你们去做就好了。","싸움은 깃털을 더럽힌다. 이런 일은 너희가 하면 된다."
,"200006039","好吧。","좋아요"
,"200006040","呵。","呵。"
,"200006041","无谓的争斗。","공연한 싸움."
,"200006042","就这么离不开我吗？","이렇게 나를 떠날 수 없을까요?"
,"200006043","还是需要我出手呀。","역시 내가 손을 봐야지."
,"200006044","没办法，让我来帮点小忙吧。","할 수 없이 내가 작은 일을 좀 도와줄게요."
,"200006045","接受我的馈赠吧！","선물 받아주세요!"
,"200006046","哎呀。","어머나!"
,"200006047","真粗鲁。","정말 우악스럽다."
,"200006048","你们继续吧，我玩腻了。","너희들 계속해, 놀기에 지쳤어."
,"200006049","你们这就到此为止了吗？真是脆弱的生物啊。","당신들은 여기서 끝입니까?정말 연약한 생물이네요."
,"200006050","呵呵，看你们那开心的样子，多么单纯呀。","허허, 너희들의 그 즐거운 모습을 보니 얼마나 단순하더냐."
,"200006051","终究只是小打小闹而已。","결국 잔소리일 뿐이다."
,"200006052","呵呵，你这就满足了吗？","허허, 너 이것으로 만족하니?"
,"200006053","对于你这样的生物来说，理解我的构造很吃力吧？","너 같은 생물에 내 구조를 이해하기가 힘들지?"
,"200006054","你想见识高等生物的极限吗？呵呵，只要你做好心理准备，我当然也没问题了。","너는 고등생물의 한계를 보고 싶니?허허, 네가 마음만 먹으면 나도 문제없지."
,"200006055","你的指挥水平不错嘛，很清楚我的力量该用在哪里。","너의 지휘 수준이 괜찮구나, 내 역량을 어디에 써야 할지 잘 알아."
,"200006056","真意外，我原本还以为你和我之前见过的人们一样，是个更无知的人呢。","뜻밖에도 나는 네가 내가 전에 만났던 사람들처럼 더 무식한 사람인 줄 알았다."
,"200006057","虽然有一句话叫“无知是福”，但我猜，你想追求的应该不是这种程度的东西吧？","'무지가 복'이라는 말이 있지만, 이 정도 추구하고 싶은 건 아니겠지?"
,"200006058","呵呵，真不错，我开始期待你知道真相时的表情了呢。","ㅎㅎ,좋아,나는 네가 진실을 알았을 때의 표정을 기대하게 되었어."
,"200006059","再给你一点提示吧，我在特殊的环境中、带着特殊的力量诞生，可别将我和其他AG混为一谈哦。","조금만 더 힌트를 드릴게요. 제가 특별한 환경에서 특별한 힘을 가지고 태어났는데, 저를 다른 AG와 혼동하지 마세요."
,"200006060","好，现在轮到你了，和我说说你的理解和猜想吧？","자, 이제 네 차례야. 너의 이해와 추측을 나에게 말해 볼래?"
,"200006061","看来你对「天鹅计划」毫不知情呢，「奥托露娜重工」是怎么向你解释的呀？“公主受到诅咒变成天鹅”？","'스완 프로젝트'에 대해 전혀 모르시나 봐요. '오토루나중공업'은 어떻게 설명하나요?공주가 저주받으면 백조가 된다?"
,"200006062","那是童话故事里的内容吧，虽然是个有趣的比喻，但成为「天鹅」可不是什么诅咒，你别误会哦。","동화 속 내용이지요. 재미있는 비유지만 백조가 되는 것은 무슨 저주가 아니니 오해하지 마세요."
,"200006063","哎呀，难道你是在担心我，甚至想当「天鹅」的王子大人吗？没想到你会有这种想法呢，确实比一般的人类更有意思。","아이고, 백조의 왕자님이 되고 싶을 정도로 저를 걱정하시는 겁니까?이런 생각을 할 줄이야, 확실히 일반 인간보다 더 재미있어."
,"200006064","呵呵，如果你的优秀真的能超越你的种族，要和我这个高等生物建立感情，也不是不可能哦？","허허, 당신의 훌륭함이 정말 당신의 종족을 초월할 수 있다면, 이 고등 생물과 정을 맺어야 하는데, 불가능한 것도 아닙니다."
,"200006065","你真是一个特别的人类啊，所做的选择每次都能出乎我的意料，看来，我终于找到和我平等的生物了呢。","당신은 정말 특별한 인간입니다. 선택은 매번 나의 예상을 뒤엎을 수 있습니다. 보아하니 나는 마침내 나와 대등한 생물을 찾았군요."
,"200006066","来，收下我们友谊的证明吧。可别把它弄丢了哦，这是我的羽翼，也是帮助你通往全知的钥匙，至于怎么用就是看你自己的了。","자,우리 우정의 증명서를 받아라.잃어버리지 마, 이건 내 날개야, 너의 전지(全知)로 통하는 열쇠야, 어떻게 쓰느냐에 달려 있어."
,"200006067","呵呵呵，以你的能力，这点小小的谜题应该难不倒你吧？","허허허, 네 능력으로 이 정도 작은 수수께끼는 너를 난처하게 만들 수 있겠지?"
,"200007001","机动战姬。","기동전희."
,"200007002","我是AG-04，世界上最初的格斗型AG，名字和编号一样，或者叫我的代号「狐狸」也行。如你所见，四肢都是人造的，坏了也很方便修理，你就尽情地利用这一点，把我派到最危险的地方吧。","저는 AG904입니다. 세계 최초의 격투형 AG입니다. 이름과 일련번호가 같거나 제 코드명 「여우」라고 불러도 좋습니다.당신이 보시는 바와 같이 팔다리가 모두 인공으로 되어 있어서 망가져도 수리가 매우 편리합니다.당신은 이 점을 마음껏 이용해서 나를 가장 위험한 곳으로 보내 주십시오."
,"200007003","怎么，要战斗了吗？","왜, 싸워야 해?"
,"200007004","你来了啊，今天的任务发下来了吗？","너 왔구나, 오늘 임무를 내렸니?"
,"200007005","别碰我。","건드리지 마."
,"200007006","怎么了，该检查义肢了吗？","왜, 의족을 검사해야 합니까?"
,"200007007","我头上的东西？那是雷达。虽然我代号叫「狐狸」，但说实话，我不觉得这像狐狸耳朵。","내 머리 위의 물건 그것은 레이더다.제 이름은 '여우'입니다만, 솔직히 이건 여우 귀라고 생각하지 않습니다."
,"200007008","这个发型是别人帮我梳的，她说扎起来更方便战斗，那就这样吧，至于合不合适……我都无所谓。","누가 빗어준 헤어스타일인데 묶으면 싸우기 편하대, 그렇게 하자, 어울리든 안 어울리든…. 저는 상관없어요."
,"200007009","我不喜欢跟人闲聊，如果你觉得沉闷，那就换个人吧。","나는 다른 사람과 잡담하는 것을 좋아하지 않는다.만약 네가 답답하다면 다른 사람을 바꿔라."
,"200007010","复仇？我不知道你从谁那里，听到了我的什么，但如果你觉得我在复仇，我也不会否认。","복수? 난 네가 누구한테서, 내 얘기를 들었는지 모르겠지만, 내가 복수하고 있다고 생각한다면, 나도 부인하지 않겠다."
,"200007011","不，你误会了，我对音乐算不上喜欢，只是……这支口琴是特别的，它是我仅剩的“过去”之一。","아니오, 당신이 오해했어요. 난 음악 좋아하는 편은 아니고요, 그냥…. 이 하모니카는 특별해요. 내게 남은 '과거' 중 하나예요."
,"200007012","这份寂静才是我最习惯的。","이 고요함이야말로 내가 가장 습관적으로 하는 것이다."
,"200007013","这里很适合我，吵闹的家伙和非要关心我的家伙都不在。","여기 나한테 잘 어울려. 시끄러운 놈도, 나한테 굳이 신경 쓰는 놈도 없어."
,"200007014","收到了新邮件，可能是什么重要的东西，你别忘了签收。","새 메일을 받았는데 뭔가 중요한 물건인 것 같으니 서명하고 받는 것 잊지 마세요."
,"200007015","特别战略行动？无所谓，只要是战斗，对我来说什么行动都一样。","특별전략행동? 뭐, 뭐니 뭐니 해도 전투라면 나에게는 어떤 행동도 마찬가지다."
,"200007022","好吵，那边在干什么？","시끄럽다, 거기는 뭐 해?"
,"200007023","……新闻这种东西看了又有什么用呢，没有战斗的力量，还是什么都改变不了。","…뉴스란 걸 보면 무슨 소용인가, 전투의 힘이 없으면 아무것도 바꿀 수 없다."
,"200007024","这是锻炼室，不是拿来参观的，不想训练就别待在这里碍事。","이것은 운동실이지 견학하러 온 것이 아니니 훈련을 하기 싫으면 여기서 방해를 하지 마라."
,"200007025","一个人练习似乎还是不够，有没有人能和我对练呢？妮欧……不，还是算了。","혼자 연습해도 모자랄 것 같은데 나와 대련을 할 수 있는 사람이 없을까.니오...아니,그만두자."
,"200007026","别跟我搭话，我要专心训练了。","말을 걸지 마, 나 훈련에 전념할 거야."
,"200007027","妮欧老让我多多聊天、多多娱乐什么的，真是无聊至极……我回房间去了。","니오노인이 나보고 수다도 많이 떨고 오락도 많이 시켜서 심심하기 그지없어요… 방으로 들어갔어요."
,"200007028","这里也太吵了，我就不能一个人回房间吃吗？我自己会收拾好的，还是不行？啧……","여기도 너무 시끄러운데 저 혼자 방에 가서 먹을 수 없나요?나 혼자 다 치울까, 안 될까?쯧쯧..."
,"200007029","我的个人生活没有任何不方便的地方，不要再自作主张地关心我了。","내 개인생활에 어떠한 불편함도 없으니 더 이상 제멋대로 나를 배려하지 마라."
,"200007030","能把我的房间安排在远离妮欧的区域吗？她太烦人了。","제 방을 니오에서 멀리 떨어진 곳에 배치해 주시겠어요?그녀는 너무 성가시게 군다."
,"200007031","我准备休息了，谁都别来打扰我。","나는 쉬려고 하니 누구도 와서 나를 방해하지 마라."
,"200007035","还好义肢是防水的。","다행히 의족은 방수입니다."
,"200007036","我想要单人间……","독방을 원하는데..."
,"200007037","温泉泡起来很舒服，如果其他人不在这里游泳就更好了。","온천은 불기 편하고 다른 사람들이 수영하지 않았으면 더 좋았을 텐데."
,"200007038","准备战斗。将这些东西清理干净，一个都不要留。","전투를 준비해라. 이 물건들을 하나도 남기지 말고 깨끗이 치워라."
,"200007039","没问题。","문제없어요."
,"200007040","让开。","비키세요."
,"200007041","呵！","허!"
,"200007042","无聊。","지루해."
