Confirmed,Source,KOR
,"もっと完璧な作戦がある。","더 완벽한 작전이 있어"
,"やはり私には答えられないな。","역시 나로서는 대답할 수가 없군."
,"ゆっくり進めていきましょう。","차근차근 넘어갑시다."
,"わぁ、これは良い物見せて貰ったね。","와~ 이거 되게 좋은 거 보여줬네."
,"アイリスちゃんがいれば、これからもっと賑やかになりそうだな。","아이리스 있으면 앞으로 더 북적북적할 것 같은데?"
,"オートルナさんですか？","오뜨루나 씨요?"
,"テストからジャンプアウトします。","테스트부터 점프 아웃하겠습니다"
,"トイフェル、AGの指揮権は渡さない。","토이펠, AG 지휘권은 넘기지 않는다."
,"ニオ、レラ、次の合図は現場にいる君達に頼む。","니오, 렐라, 다음 신호는 현장에 있는 너희들에게 부탁한다."
,"ニオ、人類はまだ負けていないよ……","니오, 인류는 아직 지지 않았어……."
,"ニオ、天井を撃って。","니오야 천장 쏴봐"
,"フロンティアに裏切者がいる。","프런티어에 배신자가 있다."
,"ムースの生産状況を確認してくるよ……","무스의 생산상황을 확인하고 올께……"
,"メルに何かあったの？","멜에 무슨 일 있었어?"
,"メルはまだ傀儡化していない可能性が非常に高いんだって？","멜은 아직 괴뢰화하지 않았을 가능성이 아주 높다던데?"
,"ユニオン艦隊を代表して、天ノ刃の指揮権を引き受けよう！","유니온 함대를 대표하여 하늘의 칼날의 지휘권을 맡자!"
,"レラ、そういうことなんだよ……","레라, 그런거야……."
,"レラ、君は下がれ。ここはクインに任せるんだ。","레라야, 넌 내려가.여기는 퀸한테 맡길 거야."
,"レラには……彼女には彼女の苦しみがあるんだ。","렐라에게는…… 그녀에게는 그녀의 고통이 있다구."
,"レラに教えよう。ニオとゼロヨンも一緒に出動させる。","렐라한테 알려줘야지니오와 제로영도 함께 출동시킨다."
,"一ノ刃ということは、君が小隊最強のリーダーということかい？","첫 번째 칼날이라는 것은 자네가 소대 최강의 리더라는 건가?"
,"一旦2人を帰還させよう。まだ時間も機会も残っている。","일단 2명을 귀환시키자.아직 시간도 기회도 남아 있다."
,"久しぶりだね、ニオ。","오랜만이다 니오"
,"人はいずれ死ぬ。君の仇は必ず討つ。","사람은 머지않아 죽는다.네 원수는 반드시 갚을거야."
,"何が言いたい。","무슨 말 하고 싶어"
,"何を考えてるんだ？バカな真似はよせ。","무슨 생각해?바보짓은 그만둬라."
,"作戦通り、撤退してくれ。","작전대로 철수해 줘."
,"偵察隊を向かわせる。情報が確かなら、ここで傀儡を撃つんだ。","정찰대를 보내다.정보가 확실하다면 여기서 괴뢰들을 쏘지."
,"傀儡師への制圧射撃を続けるんだ。","괴뢰사에 대한 제압사격을 계속하는 거야."
,"全ての力を繋ぎ合わせる、フロンティアとオートルナの間に存在する連盟。","모든 힘을 연결하는 프런티어와 오토루나 사이에 존재하는 연맹."
,"出動だ、コンドルを救出する。","출동이다, 콩도르 구출하기"
,"分かった。","알겠다"
,"分かるように言ってほしい","알아들을 수 있게 말해주기 바란다"
,"千早、千歳、今だ！","치하야, 치토세, 지금이다!"
,"反則級の能力だね、私のところのAGにも見習わせたいな。","반칙급의 능력이네, 내쪽의 AG도 본받게 하고 싶네."
,"君がこのまま艦に残っていても大変だからね。","네가 이대로 함에 남아있어도 큰일이니까."
,"君たちとあの傀儡との関係が、ますます知りたくなったな。","너희들과 저 괴뢰들과의 관계가 점점 더 궁금해지는구나."
,"君たちには感謝するよ、だけど……どうして通信が繋がらないんだ？","너희에게는 감사해. 하지만…… 어째서 통신이 연결되지 않는 거지?"
,"君たちはどうして私たちと来ないんだ？","너희는 왜 우리와 안 오니?"
,"君たちはテレパシーまで使えるのか？","너희들은 텔레파시까지 쓸 수 있니?"
,"君の修繕費は高いから、いつでも撤退していいからね。","너의 수선비는 비싸니까 언제든지 철수해도 좋으니까."
,"君はどうして彼女たちと一緒じゃないの？","넌 왜 그녀들과 똑같지 않니?"
,"君も外したんだから、お互い様じゃないかな？","너도 뺐는데 피차일반 아닐까?"
,"君を救った報酬として、私の願いを聞いてくれるかい？たとえば……","자네를 구한 보상으로 내 소원을 들어 줄 수 있겠나?예를 들면……"
,"君を破壊してやろうか！","너를 파괴시켜 줄까!"
,"君達と一緒なら、それだけで満足だよ。","너희들과 함께라면 그것만으로 만족해."
,"君達も「ユニオン」に入る？","너희들도 '유니온'에 들어갈래?"
,"問題ない、必ずあのタコを倒すさ。","문제없어, 반드시 저 문어를 쓰러뜨리고야 말겠어."
,"問題ない。","문제없어."
,"報酬は？まさか、ただ働きのはずはないだろう？","보수는? 설마 공일은 아니겠지?"
,"奴を放っておけば傀儡が生み出されるのか……","놈을 내버려두면 괴뢰가 만들어지는 건가……"
,"嫌な予感が早速的中したな。","불길한 예감이 즉각 적중했군."
,"実は、本当に好きなのは……","사실, 정말로 좋아하는 것은……."
,"待たせてしまったね、ニオ。","기다리게 해버렸네, 니오."
,"待て。","기다려."
,"怒ってるよ……だから、次からは自分も参加させてほしい！","화났어...그러니까, 다음부터는 자신도 참가하게 해줬으면 해!"
,"教えられないんだ。","알려줄 수가 없구나"
,"時には何もしないということが、慰めになることもあるのさ。","때로는 아무 것도 하지 않는 것이 위안이 되기도 해."
,"時間、過ぎてたな──","시간, 지났네--"
,"本当に助かった。","정말 살았다."
,"来るところまで来たんだ、このまま引き返すわけにはいかないからね。","이제 올 때까지 왔네, 이대로 되돌아갈 수는 없으니까 말이야."
,"構わないよ。","상관없어."
,"段階的にシティに入り、市民を可能な限り救うんだ。","단계적으로 시티로 들어가 시민을 가능한 한 구해내는 거야."
,"沢山いるんだな、覚えきれないよ。","많이 있구나, 못 외워."
,"深夜に武術の鍛錬なんて、悩み事でもあるんじゃないか？","심야에 무술 단련이라니, 고민거리라도 있는 거 아니야?"
,"深部の調査は君一人で行ってくれ。","심부 조사는 자네 혼자 하게."
,"目的なんてない。ただお茶を飲みに来ただけだよ。","목적이란 없다.그냥 차 마시러 온 거야"
,"目的は何だ？","목적이 뭐야?"
,"確かに感動するよ。","확실히 감동이야."
,"私が責任をもって一緒に行くよ。","내가 책임지고 같이 갈게."
,"私と修羅で半々の功績といったところだ。","나와 아수라에서 반반한 공적이다."
,"私にはこの場所がどこなのかも分からないよ。","난 이 장소가 어딘지도 몰라."
,"私に説明させてくれ。","내가 설명할게."
,"私は傀儡が引き起こした混乱だと思う。","나는 괴뢰들이 일으킨 혼란이라고 생각한다."
,"私は君が最後のボスだと思っていたんだけど。","난 네가 마지막 보스인 줄 알았는데."
,"私は実は……","나는 사실……"
,"私は平気だ。心配をかけてすまない……","나는 아무렇지도 않다. 걱정을 끼쳐 미안하다……."
,"第三の選択肢。","세 번째 선택지"
,"自分を責めるな、レラ。私が責任を負うよ。","자책하지 마, 렐라. 내가 책임질게."
,"衛星兵器、発射。","위성 무기, 발사"
,"親身だろ？","육신이잖아?"
,"通信はできないのか？","통신이 안 되나?"
,"間に合ったみたいだね。","제 시간에 온 것 같네."
,"首脳は今に至るまで憤怒の件を解決してないんだな、原因は何だい？","정상은 지금까지 분노 건을 해결하지 못했구나, 원인은 뭐지?"
,"（引き金を引く）","(방아쇠를 당긴다)"
,"(メルにレラがからかっていることを教えるべきか……)","메일에게 렐라가 놀리고 있는것을 알려줘야할지..…)"
,"(レラを押しのける。)","(렐라를 밀어젖힌다)"
,"(立ち上がる)","(일어나다)"
