Confirmed,Category,Id,Source,KOR
,"Agstory","Agstory_content_108204","「ザ・ハルピュイア」計画に参加する前、コンドルとミルヴァスはある対傀儡作戦で負傷して敗北した。今の改造された体から、彼女たち、特にコンドルが当時どの程度のダメージを受けたかうかがうことができる。\nだがコンドルは、これが実力を高めるために必要な犠牲だと考えている。強くなって自分を証明するというコンドルの気持ちは心配になるほどで、唯一まともな彼女の右腕さえ、いつも武器を持っている。","더 할퓨어 계획에 참여하기 전 콘도르와 밀버스는 한 대 괴뢰작전에서 부상을 당해 패배했다.지금의 개조된 몸에서는 이들, 특히 콘도르가 당시 어느 정도 피해를 입었는지 알 수 있다.\n하지만 콘돌은 이것이 실력을 높이기 위해 필요한 희생이라고 생각한다.강해져 자신을 증명하겠다는 콘도르의 마음이 걱정될 정도여서 유일하게 멀쩡한 그의 오른팔조차 언제나 무기를 들고 있다."
,"Agstory","Agstory_content_104101","「ザ・ハルピュイア」で専門に開発された空対地の大火力AG。\n「ブラスト・フェザント」フィービィーは実戦でのパフォーマンスに優れている。フィービィーは生まれつきの正確な投擲技術により、多くの候補者の中から抜擢され、「ザ・ハルピュイア」3号機になったという。\nしかし、本人は自分の才能を受け入れず、戦闘に嫌悪感さえ抱いているらしい。どう見てもザ・ハルピュイアのほかのメンバーとは違う。","더 할퓨어에서 전문으로 개발된 공대지 대화력 AG.\n블라스트 페전트 피비는 실전 퍼포먼스가 뛰어나다.피비는 타고난 정확한 투척 기술로 수많은 후보자 가운데 발탁돼 더 할퓨이어 3호기가 됐다고 한다.\n그러나 정작 본인은 자신의 재능을 받아들이지 않고 전투에 혐오감마저 갖고 있는 것 같다.딱 봐도 더 할퓨이어의 다른 멤버들과는 다르다."
,"Agstory","Agstory_content_104102","「ザ・ハルピュイア」の3号担当。GRAの後方支援メンバーだったが、優れた才能で「ザ・ハルピュイア」計画に選抜された。一見ワクワクするような物語だが、フィービィーと交流していくうちに、彼女が望んで「ザ・ハルピュイア」計画に参加したわけではないことがわかってくる。\n誤解かもしれないし、フィービィーが単に断るのが下手なだけかもしれないが、彼女がザ・ハルピュイアの一員になれたことは実に不思議なことである。","'더 할퓨이어' 3호 담당GRA의 후방 지원 멤버였으나 뛰어난 재능으로 더 할퓨이어 계획에 선발됐다.설렘을 불러일으키지만 피비와 교류하다 보면 그녀가 원해서 더 할퓨어 계획에 참여한 것은 아니라는 것을 알게 된다.\n오해일 수도 있고 피비가 단순히 거절하는 데 서툴렀을 수도 있지만, 그녀가 더 핼퓨이어의 일원이 될 수 있었다는 것은 참으로 신기한 일이다."
,"Agstory","Agstory_content_104103","フィービィーの料理の腕前は極めて高く、フィービィーがユニオン艦隊に配属されてから、艦隊の食事のレベルは何段階もアップした。フィービィーが作る料理には独特の魅力がある。懐かしいふるさとの味がするようで、AGたちから高い評価を受けている。\nしかし、卵型のミサイルを使用するフィービィーなのに、一番得意なのが鶏肉や卵の料理とは、おかしなことである……","그의 요리 솜씨는 매우 높아 그가 유니언 함대에 배속되면서 함대의 식사 수준은 몇 단계나 높아졌다.피비가 만드는 음식에는 독특한 매력이 있다.정겨운 고향 맛이 나는 듯해 AG들로부터 높은 평가를 받고 있다.\n그러나, 계란형의 미사일을 사용하는 피비인데, 제일 자신있는 것이 닭고기나 계란의 요리라니, 이상한 것이다……."
,"Agstory","Agstory_content_104104","以前はフィービィーの投擲技術は生まれつきの才能だと考えている者も多かったが、フィービィーと付き合っていくうちに、この才能の裏には単に仲間を守りたいという気持ちが隠れていることがわかる。何千回にも及ぶ投擲でも、フィービィーの「砲卵」が仲間にまったくダメージを与えないのも納得できる。これはすべてフィービィーの守りたいという気持ちの表れなのである。","예전에는 피비의 투척 기술을 타고난 재능이라고 생각하는 사람이 많았지만, 피비와 사귀다 보면 이 재능 뒤에는 단순히 동료를 지키고 싶은 마음이 숨어 있음을 알 수 있다.수천번에 걸친 투척에서도, 피비의 「포란」이 동료에게 전혀 대미지를 주지 않는 것도 납득할 수 있다.이 모든 것은 피비가 지키고 싶다는 기분의 표현인 것이다."
,"Agstory","Agstory_content_104105","並外れた母性の輝きを持ち、「御巫折鶴」千羽と親しくすることができ、「スプリット・ヴァルチャー」コンドルのことも理解しようとする。フィービィーの慈悲深い性格は激しく衝突するザ・ハルピュイアの中でも実に貴重なものである。\n寛容な心で他人を感化する。これは本人も意識していない「交渉テクニック」なのかもしれない。フィービィーは断れない性格だが、みんなも他者への思いやりを惜しまないフィービーを断れない。\n「シャドウ・コルウス」コラックスだけは、\nフィービーの思いやりを受け取っていないらしい……","남다른 모성의 빛을 가져, '오소 종이학' 센마리와 친해질 수 있고, '스플릿 발처' 콘도르도 이해하려고 한다.피비의 자비로운 성격은 격렬하게 충돌하는 할퓨이아 중에서도 참으로 값지다.\n너그러운 마음으로 남을 감화하다.이는 본인도 의식하지 않은 협상 기법일 수 있다.피비는 거절할 수 없는 성격이지만 누구나 남을 배려해 주는 피비를 거절할 수 없다.\n'섀도우 코르우스' 코락스만은\n피비의 배려를 받지 못하는 것 같다……"
,"Agstory","Agstory_content_105303","パヴォニスの身上について、GRAはさらに詳細な情報を公開できない。だが限られたデータから推測して、彼女は少なくともGRA内閣の政治家の子弟で、その背景はみんなの想像をはるかに超える……ザ・ハルピュイア計画も、パヴォニスの家族がスポンサーになっているという。\nそのため彼女は大勢の反発を招いた。彼女は家族のコネでザ・ハルピュイアの地位を手に入れたと考えられた。パヴォニスはそのことを気にかけず、その後のテストで優秀な成績を収めた。疑いの声はすべて消えていった。","파보니스의 신상에 대해 GRA는 더 자세한 정보를 공개할 수 없다.하지만 한정된 데이터로부터 추측하고, 그녀는 적어도 GRA내각의 정치가의 자제로, 그 배경은 모두의 상상을 훨씬 넘는다……더·할퓨이어 계획도, 파보니스의 가족이 스폰서가 되어 있다고 한다.\n그 때문에 그는 많은 반발을 불러일으켰다.그는 가족의 연줄로 더 할퓨이어의 지위를 손에 넣은 것으로 여겨졌다.파보니스는 이런 점에도 아랑곳하지 않고 이후 시험에서 우수한 성적을 거뒀다.의심의 목소리는 모두 사라졌다."
,"Agstory","Agstory_content_105304","傲慢、自大、独断専行……性格のせいでパヴォニスは歓迎される仲間ではなかった。\nだが長期間の観察により、みんなも彼女は自己中心的だが、心は広く、寛容的だとわかってきた。優れたものに対して彼女は決して賞賛やほめ言葉を惜しまない。自分が認めた戦友に対して、パヴォニスは喜んで貴重品を分け与える。\n","오만, 자대, 독단 전행… 성격 탓으로 파보니스는 환영받는 동료가 아니었다.\n하지만 오랜 관찰에 의해, 모든 사람도 그녀는 이기적이지만, 마음은 넓고, 관용적이라는 것을 알게 되었다.뛰어난 사람에 대해 그녀는 결코 칭찬이나 칭찬을 아끼지 않는다.자신이 인정한 전우에 대해 파보니스는 기꺼이 귀중품을 나눠준다.\n"
,"Agstory","Agstory_content_110001","アカデミーオブドールズで最も厳格な教官。ヒアリンの指導は訓練と言うよりも、むしろ一種の体罰である。\n以前、ヒアリンのレッスンをサボる学生が続出した。だがこの現象はすぐに根絶された。\nその後にはもっと恐ろしい「補習」が待ち受けているからである。","아카데미 오브 돌스에서 가장 엄격한 교관.히알린의 지도는 훈련이라기보다는 오히려 일종의 체벌이다.\n얼마 전 히알린의 레슨을 빼먹는 학생이 속출했다.하지만 이 현상은 곧 근절됐다.\n그 뒤엔 더 무서운 보충수업이 기다리고 있기 때문이다."
,"Agstory","Agstory_content_110003","全員がヒアリンの訓練を完了できるわけではない。一部の学生はヒアリンのレッスンに食らいつき、積極的にヒアリンが考案した訓練をやり遂げる。理不尽なほどの訓練量に見えるが実際は学生たちも毎回どうにかやり遂げることができる。\nこれらの学生は絶えず自分のさまざまな限界に挑戦し、力尽きるたびに自分が成長する。おそらくヒアリンはこれを望んでいる。","모두가 히알린 훈련을 완료할 수 있는 것은 아니다.일부 학생은 히알린의 레슨에 매달리며 적극적으로 히알린이 고안한 훈련을 해낸다. 불합리한 훈련량으로 보이지만 실제로는 학생들도 매번 그럭저럭 해낼 수 있다.\n이 학생들은 끊임없이 자신의 다양한 한계에 도전하며 힘이 떨어질 때마다 자신이 성장한다.아마도 히알린은 이것을 원하고 있을 것이다."
,"Agstory","Agstory_content_110004","ヒアリンが厳しい訓練を課すのは、もちろん筋肉痛の学生たちの悲鳴を聞くのが好きだからではない。反対に、ヒアリンは自分の学生たちに関心と愛を注いでいる。訓練で負傷した学生には責任を感じ、学生たちがリラックスできる時間を十分に与える。\nヒアリンはこうした愛情表現を見せたことがない。学生たちの前では、彼女は永遠に冷たい「ウルフ・インストラクタ」である。\nだが卒業生からの情報によると、ヒアリンも最初からこうではなかったという。","히알린이 고된 훈련을 시키는 것은 물론 근육통 학생들의 비명소리를 듣기 좋아서가 아니다.반대로 히알린은 자신의 학생들에게 관심과 사랑을 쏟고 있다.훈련 중 다친 학생에겐 책임감을 느끼고 학생들이 편안한 시간을 충분히 준다.\n히알린은 이런 애정표현을 보인 적이 없다.학생들 앞에서 그는 영원히 차가운 울프 인스트럭터다.\n하지만 졸업생으로부터의 정보에 의하면, 히알린도 처음부터 이렇지 않았다고 한다."
,"Agstory","Agstory_content_110005","かつて、ヒアリンは戦場で自分の学生に出くわした。\nその学生はすでに絶望的で、体は侵蝕され、死の一歩手前まで来ていた。\n自分の学生の死はヒアリンがかつて経験した何よりも苦痛なことだった。敵は自分と違って彼女たちに情けをかけない。自分のやさしさがむしろ共犯になっていた。\nこれが「ウルフ」の原点となった。","과거 히알린은 전쟁터에서 자신의 학생을 만났다.\n그 학생은 이미 절망적이었고, 몸은 침식되어 죽음의 문턱에 와 있었다.\n자신의 학생의 죽음은 히알린이 일찍이 겪었던 그 무엇보다도 고통스러운 일이었다.적은 자신과는 달리 그들을 동정하지 않는다.자신의 상냥함이 오히려 공범이 되어 있었다.\n이것이 울프의 원점이었다."
,"Agstory","Agstory_content_106601","シンディはGRA軍がある作戦で発見した生存者の1人である。当時の彼女は重傷を負い被ばくの影響が深刻で、瀕死の状態だった。\n生きるため、シンディはGRAの改造手術を受けざるを得なかった。もとの肉体を捨て、AGの改造技術によって生まれ変わった。","신디는 GRA군이 어느 작전에서 발견한 생존자 중 한 명이다.당시 그는 중상을 입어 피폭의 영향이 심각해 빈사 상태였다.\n살기 위해 신디는 GRA 개조 수술을 받을 수밖에 없었다.원래의 육체를 버리고, AG의 개조 기술에 의해서 다시 태어났다."
,"Agstory","Agstory_content_106602","体に大幅な改造を受け、シンディの見た目は成長が止まっているが、実際はそれほど幼くない。\nだが、誰と一緒にいても、シンディは笑ってみんなに溶け込むことができる。自分の体について聞かれても嫌がることはない。高度義肢化で他者と溝ができることはまったくない。","몸이 크게 개조되면서 신디의 겉모습은 성장이 멈췄지만 실제로는 그렇게 어리지 않았다.\n하지만, 누구와 함께 있어도, 신디는 웃으며 모두에게 융화될 수 있다.자신의 신체에 대해 물어도 싫어할 것은 없다.고도의 의지화로 다른 사람과 틈이 생기는 일은 전혀 없다."
,"Agstory","Agstory_content_106603","シンディは傀儡を心の底から憎んでいる。自分の火力を強化し、傀儡をきれいに始末することばかり考えている。\nそのため、彼女は武器に関してはエキスパートだと言える。どの会社が新型武器を発表してもシンディはすぐに情報を集める。自分に合う武器を見つけたら、繰り返し購買部門に購買申請を提出する。\n当然、彼女の申請は大部分が却下される。","신디는 괴뢰를 마음속으로부터 미워하고 있다.자신의 화력을 강화하고 괴뢰들을 깔끔하게 처치할 생각만 한다.\n그래서 그는 무기에 관한 한 전문가라고 할 수 있다.어느 회사가 신형 무기를 내놓든 신디는 곧바로 정보를 수집한다.자신에게 맞는 무기를 발견하면 반복적으로 구매 부문에 구매 신청을 제출한다.\n당연히 그녀의 신청은 대부분 기각된다."
,"Agstory","Agstory_content_106604","体の改造に関して、シンディとフェーディの考え方は正反対である。シンディは一種の生まれ変わりではなく、復讐の力を与えるものだと考えている。\nAGに改造されたとしても、シンディは常に幻痛を感じる。被ばくのつらい記憶はいつまでもぬぐい去れない。今の体に問題があるとは思わないが、シンディは心の奥でもとの体に戻りたいと思っている。","신체개조에 대한 신디와 페이디의 생각은 정반대다.신디는 일종의 환생이 아니라 복수의 힘을 주는 것이라고 생각한다.\nAG로 개조되더라도 신디는 늘 환통을 느낀다.피폭의 괴로운 기억은 언제까지나 지워질 수 없다.지금 몸에 문제가 있다고는 생각하지 않지만, 신디는 마음 속 깊은 곳에서 원래의 몸으로 돌아가고 싶어 한다."
,"Agstory","Agstory_content_101502","「ザ・ハルピュイア」2期と1期の風格の違いは大きく、双方の隊員の装備の違いからもよくわかる。これまで1期の候補者だったサカブラは、さらに1期の開発コンセプトの傾向がある。そのため2期のコンセプトを理解すると隊長に選ばれた興奮は、すぐにやり場のない失望に変わった。\nようやく理想の陣営に入ったものの、まったく枝分かれしてしまった。サカブラの気持ちは理解できなくもない……","더 할퓨어 2기와 1기의 품격 차이는 커 두 대원의 장비 차이에서도 잘 드러난다.지금까지 1기의 후보자였던 사카브라는, 게다가 1기의 개발 컨셉트의 경향이 있다.그래서 2기의 콘셉트를 이해하자 대장에 뽑힌 흥분은 곧 걷잡을 수 없는 실망으로 바뀌었다.\n간신히 이상 진영에 들어갔지만 완전히 갈라져 버렸다.사카브라의 기분은 이해할 수 없는 것도 아니야……."
,"Agstory","Agstory_content_101503","サカブラの自分、そして「ザ・ハルピュイア」2期計画に対する評価はネガティブだが、それでも彼女は積極的に「裁縫」スキルを使用して2期隊員の服を作っている。サカブラの手作りの服は、実用性も美的センスも満点の「作品」である。\n玉にキズなのは、あまりにも早く作るため、隊員たちは試着しないうちに、新しい服を受け取ることである。","사카브라의 자신, 그리고 더 할퓨이어 2기 계획에 대한 평가는 부정적이지만 그래도 그는 적극적으로 바느질 기술을 사용해 2기 대원들의 옷을 만들고 있다.사카브라가 직접 만든 옷은 실용성도 있고 미적 센스도 만점인 작품이다.\n옥의 티는 너무 빨리 만들기 때문에 대원들은 옷을 입어보기 전에 새 옷을 받는 것이다."
,"Agstory","Agstory_content_101505","作戦行動中を除いて、隊員たちはいつもサカブラの指揮を無視する。ほかの面で、「ザ・ハルピュイア」2期は全体的に和やかな雰囲気がある。サカブラの自分に対する認識に一定の偏りがあっても、2期隊員に対する彼女のリーダーシップによって、「ザ・ハルピュイア」2期は平穏に実行していくことができる。\n今後のサカブラの仕事に十分なサポートがあれば彼女が新世代の「トップラプター」となることに期待を持てるかもしれない。","작전 행동중을 제외하고, 대원들은 언제나 사카브라의 지휘를 무시한다.다른 면에서 더 할퓨어 2기는 전체적으로 훈훈한 분위기가 있다.사카브라의 자신에 대한 인식에 일정한 편중이 있더라도 2기 대원에 대한 그의 리더십에 따라 더 할퓨이어 2기는 평온하게 실행해 나갈 수 있다.\n향후의 사카브라의 일에 충분한 서포트가 있으면 그녀가 신세대의 「톱 랩터」가 되는 것에 기대를 가질 수 있을지도 모른다."
,"Agstory","Agstory_content_103201","アンディの装備は同じキャロット中隊の「ヘビー・バニー」メルといくらか似ている。だがアンディが使うのは電磁レールガンで、いつもメルに実弾の大砲を捨てて電磁レールガン派になることを勧めている。\nもちろん、メルが大砲を捨てることはありえない。キャロット中隊はこうして「実弾大砲派」と「電磁レールガン派」に分かれた。","앤디의 장비는 같은 캐럿 중대의 헤비 버니 멜과 약간 비슷하다.하지만 앤디가 사용하는 것은 전자레일건으로, 항상 멜에 실탄 대포를 버리고 전자레일건파가 될 것을 권하고 있다.\n물론 멜이 대포를 버리는 일은 있을 수 없다.캐럿 중대는 이렇게 실탄 대포파와 전자레일건파로 갈라졌다."
,"Agstory","Agstory_content_103202","キャロット中隊の最も伝統的な基礎——ニンジン好きを保ってはいるが、アンディはメルや「ハンマー・バニー」トニーのような生派ではなく、ニンジンをしぼったニンジンジュースを好む。通常なら、みんなはニンジンジュースの方が受け入れやすい。\nだがアンディが作るニンジンジュースはおかしな色だったりぶきみな蛍光色を反射していたりで、とても飲む気になれない。","캐럿 중대의 가장 전통적인 기초인삼 애호를 유지하고 있지만 앤디는 멜이나 해머 버니 토니 같은 생파 대신 당근을 짠 당근 주스를 선호한다.통상이라면, 모두는 당근 쥬스를 받아들이기 쉽다.\n하지만 앤디가 만드는 당근 쥬스는 이상한 색이나 이상한 형광색을 반사하고 있거나 해서, 도저히 마실 기분이 나지 않는다."
,"Agstory","Agstory_content_103203","アンディはキャロット中隊の保護者、あるいはキャロット中隊の実質的な指導者と言っても問題ない。「ハウンド」レラからメルとトニーの世話を任され、自分もできる限りキャロット中隊の隊員たちの面倒を見ている。\nだがアンディはまじめなフリをしているように感じる。いつもキャロット中隊やほかのＡＧにからかわれる。彼女本人はそのことを意識していないようだが……","앤디는 캐럿 중대의 보호자, 혹은 캐럿 중대의 실질적인 지도자라고 해도 문제가 없다.하운드 렐라로부터 멜과 토니를 맡아 자신도 가능한 한 캐럿 중대 대원들을 돌보고 있다.\n하지만 앤디는 진지한 척 하는 것 같아.항상 캐럿 중대나 다른 AG의 놀림을 받는다.그녀 본인은 그 일을 의식하고 있지 않는 것 같은데……"
,"Agstory","Agstory_content_103204","アンディは彼女の先輩に引き取られて育った。口調は先輩たちと少し似ている。性格もキャロット中隊のほかのAGより成熟しているため、レラはアンディにキャロット中隊の世話を任せることにしたのだろう。\n彼女はいつも他人を守ることを考え、他人の安全を自分よりも重視する。これは先輩の彼女に対する指導とも関係がある。アンディからはいつも彼女が尊敬する人の影が見て取れる。","앤디는 그녀의 선배에게 이끌려 자랐다.어조는 선배들과 조금 닮았다.성격도 캐럿 중대의 다른 AG보다 성숙하기 때문에 렐라는 앤디에게 캐럿 중대를 맡기기로 마음먹었을 것이다.\n그녀는 항상 남을 지킬 생각을 하며 타인의 안전을 자신보다 더 중시한다.이는 선배들의 그녀에 대한 지도와도 관련이 있다.앤디에게서는 항상 그녀가 존경하는 사람의 그림자를 볼 수 있다."
,"Agstory","Agstory_content_104901","ティアンテはGRAに属する支援型AGで、GRA特製の医療用装備を搭載し、前線部隊に支援を提供している。優れた医療スキルと豊富な知識で信頼を得ており、彼女が参戦すると、士気にプラスの影響を与えることができる。\nティアンテは重要な戦闘任務を欠席したことがない。戦闘経験も一般のAGより豊富なため、アカデミーオブドールズの客員教官の1人となり、学生たちの課外授業を担当する。","티안테는 GRA에 속하는 지원형 AG로, GRA 특제 의료용 장비를 탑재해, 전선 부대에 지원을 제공하고 있다.뛰어난 의료 기술과 풍부한 지식으로 신뢰를 얻고 있어 그녀가 참전하면 사기에 긍정적인 영향을 줄 수 있다.\n티안테는 중요한 전투임무를 결석한 적이 없다.전투 경험도 일반 AG보다 풍부해 아카데미 오브 돌스 객원교관 중 한 명으로 학생들의 과외를 맡는다."
,"Agstory","Agstory_content_104902","アカデミーオブドールズの客員教官として、ティアンテは前線で参戦するだけでなく、時間があればアカデミーオブドールズで指導している。彼女のリラックスして愉快なレッスン環境は多くのアカデミーオブドールズの学生に人気で、支援型AGとは接点のない学生も自主的に見学するほどである。\n残念ながら最近は戦闘が頻発し、アカデミーオブドールズへ行く機会も少なくなって、彼女も残念に思っている。","아카데미 오브 돌스의 객원 교관으로서 티안테는 전선에서 참전할 뿐만 아니라 시간이 나면 아카데미 오브 돌스에서 지도하고 있다.그녀의 편안하고 유쾌한 레슨 환경은 많은 아카데미 오브 돌스의 학생에게 인기가 있어, 지원형 AG와는 접점이 없는 학생도 자주적으로 견학할 정도이다.\n안타깝게도 최근에는 전투가 빈발하고 아카데미 오브 돌스에 갈 기회도 적어져 그녀도 안타까워하고 있다."
,"Agstory","Agstory_content_104903","ティアンテは自分より年下のAGが大好きで、よく自分から彼女たちの世話を引き受ける。\nティアンテにとって、自分より年下のAGはみんな「子供」の範囲に含まれる。ティアンテに世話されるのは悪くはないが、ずっとこの「お姉さん」に子供扱いされるのもおかしく感じる……\nボブキャット小隊の一部のメンバーはティアンテを「彼女には私たちの世話をさせないのが一番」と評価する。","티안테는 자신보다 어린 AG를 더 좋아해, 자주 자신이 그들을 돌본다.\n티안테에게 자신보다 어린 AG는 모두 자식의 범위에 속한다.티안테의 보살핌을 받는 것은 나쁘지는 않지만, 계속 이 「언니」에게 아이 취급을 받는 것도 이상하게 느껴진다…….\n밥캣 소대의 일부 멤버는 티안테를 그녀는 우리를 돌보지 않는 게 최고라고 평가한다."
,"Agstory","Agstory_content_104904","ストレートな性格で、不思議な親和性がある。どんなAGであろうと、ティアンテはすぐに仲よくなれる。冷淡な者ほど逆にティアンテの影響を受けやすい。ティアンテは他人の自分に対する壁をうまく消す。\nオートルナの物事に深い興味を持っており、いつもティアンテが騎士たちを連れてオートルナでの日常生活を話し合っているのを見ることができる。オートルナのAGにとって地上のAGと日常の面で交流することは、得難い経験でもある。","직설적인 성격에 이상한 친화성이 있다.어떠한 AG라도, 티안테는 곧바로 사이좋게 될 수 있다.냉담한 사람일수록 반대로 티안테의 영향을 받기 쉽다.티안테는 남의 자신에 대한 벽을 잘 지운다.\n오토루나의 일상에 깊은 흥미를 가지고 있으며, 항상 티안테가 기사들과 함께 오토루나에서의 일상생활을 이야기하는 것을 볼 수 있다.오토루나의 AG에 있어서 지상의 AG와 일상의 면에서 교류하는 것은, 얻기 어려운 경험이기도 하다."
,"Agstory","Agstory_content_104905","ユニオン艦隊に配属されて以来、ティアンテがアカデミーオブドールズへ行く機会も増えてきた。いつも笑いながら言う。「これじゃどこかの半分退役した教官と同じじゃないの！」\n現在、ティアンテはアカデミーオブドールズで指導できるほか、ユニオン艦隊でも教官たちに専用の教室が用意され、艦船でほかのAGを指導できるようになっている。\nだが注意すべきは、艦船の教室にはそれほど多くの学生が入りきれないため、30分以上前には教室に到着しておくこと。","유니언 함대에 배속된 이후 티안테가 아카데미 오브 돌스에 갈 기회도 많아졌다.항상 웃으면서 말한다.“이러면 어디 반쯤 퇴역한 교관님하고 똑같잖아!”\n현재 티안테는 아카데미 오브 돌스에서 지도할 수 있으며 유니언 함대에서도 교관들에게 전용 교실이 마련돼 함선에서 다른 AG를 지도할 수 있다.\n그러나 함선의 교실에는 그 많은 학생들이 들어갈 수 없기 때문에 30분 이상 전에 교실에 도착해 있어야 한다."
,"Agstory","Agstory_content_106901","オートルナ黒曜騎士団の一員。たくましい戦力で常に黒曜騎士団に同行して地上で任務を遂行している。\n黒曜騎士であるベニーは、大衆の面前で活躍する機会はあまりないが、それに似合わない名声がある。多くのAGは「ジョーカー・ナイト」という称号を知らないわけではない。これは彼女と対になる「エース・ナイト」ジェシーの影響かもしれない。","오트루나 흑요기사단의 일원. 강인한 전력으로 항상 흑요기사단과 동행하여 지상에서 임무를 수행하고 있다.\n흑요기사인 베니는 대중 앞에서 활약할 기회가 별로 없지만 그에 걸맞지 않은 명성이 있다.많은 AG는 조커 나이트라는 칭호를 모르는 바 아니다.이는 그녀와 짝이 되는 에이스 나이트 제시의 영향일지도 모른다."
,"Agstory","Agstory_content_106902","ベニーはいつも戦うことばかり考えている。ほかの強力なAGに出会うと、さらに興奮が収まらず、いつもどうしたら勝負できるか考えている。\nユニオン艦隊が成立すると、女王陛下の命令とベニー本人の強い要求により、彼女はようやく願いどおりに戦闘の機会がより多いユニオン艦隊に配属された。","베니는 항상 싸울 생각만 한다.다른 강력한 AG를 만나면, 더욱 흥분이 가라앉지 않고, 언제나 어떻게 하면 승부할 수 있을까 생각하고 있다.\n유니언 함대가 성립하자 여왕 폐하의 명령과 베니 본인의 강력한 요구에 따라 그녀는 비로소 소원대로 전투 기회가 더 많은 유니언 함대에 배속됐다."
,"Agstory","Agstory_content_106905","このところ、みんなはベニーがずいぶんおとなしく、他人との決闘で騒がなくなったことに気づいた。彼女がほかの騎士と普通の付き合いをしているのも見られるようになった——それがベニーの身に起きたことはまったく「普通」ではない。\n艦隊のAGとしばらく接触すると、ベニーの心境に大きな変化が現れた。相変わらず好戦的だが、すでにほかの興味を発掘していた。ベニーにこうした変化が起きたのは、ユニオン艦隊のAGが彼女にポジティブな影響を多く与えたからかもしれない。","요즘 사람들은 베니가 많이 얌전해졌고 다른 사람과의 결투에서 소란을 피우지 않게 됐다는 사실을 깨달았다.그녀가 다른 기사와 평범한 관계를 맺고 있는 것도 볼 수 있게 됐다.\n함대의 AG와 잠시 접촉하자 베니의 심경에 큰 변화가 나타났다.여전히 호전적이지만 이미 다른 흥미를 발굴하고 있었다.베니에게 이런 변화가 생긴 것은 유니언 함대의 AG가 그에게 긍정적인 영향을 많이 주었기 때문일지도 모른다."
,"Agstory","Agstory_content_107101","「カレンデュラ・ナイト」シャーロッテに初めて会った者は、例外なく彼女がまだ子供だと誤解する。シャーロッテがひたすら弁解し、いろんな面で努力して成熟しても、その効果は戦場で彼女の活躍を見せることに及ばない。戦場を軽やかに駆け回り、のんきに旗を振るこの金色の騎士は、確かにもう大人の年齢に達している。\n片手でランスを操れるオートルナの騎士を決して侮ってはいけない。","캐런듀라 나이트 샬롯을 처음 만난 사람들은 예외 없이 그가 아직 어린아이로 오해한다.샬롯데가 마냥 변명하고 여러모로 노력하고 성숙해도 그 효과는 전쟁터에서 그의 활약을 보여주는 데 미치지 못한다.전쟁터를 사뿐사뿐 뛰어다니며 태평스럽게 깃발을 흔드는 이 금빛 기사는 이제 어른의 나이에 다다른 것이다.\n한 손으로 랜스를 다룰 줄 아는 오트루나 기사를 결코 얕잡아서는 안 된다."
,"Agstory","Agstory_content_107102","人々はシャーロッテが子供だと誤解している。シャーロッテ自身が童顔なことに加え、彼女はいつも子供のように、いろんな味のボンボンを持ち歩いている。さらにはボンボンをおみくじのように引くという幼稚なこともしている。\nシャーロッテが一番好きな味は緑の青リンゴ味で、これが当たると1日中気分がいい。一番嫌いなのは……彼女が大嫌いな騎士の甲冑の色を見れば、その答えがわかる。","사람들은 샬롯데가 어린아이로 오해하고 있어.샤롯데 자신이 동안인 데다가 그녀는 언제나 어린아이처럼 다양한 맛의 봉봉을 지니고 다닌다.심지어 봉봉이를 점괘처럼 뽑는 유치한 일도 했다.\n샤롯데가 가장 좋아하는 맛은 초록색 풋사과 맛이며, 이것이 맞으면 하루종일 기분이 좋다.가장 싫어하는 것은……그녀가 가장 싫어하는 기사의 갑옷 색깔을 보면, 그 답을 알 수 있다."
,"Agstory","Agstory_content_107103","ピンクは彼女にとって幼稚と無知を意味する。ボンボンだけでなく、もう1人の騎士——アイリス・ナイトのシルビアも含む。\nシャーロッテとシルビアの一族はいずれも女王の忠実な支持者にして親密な盟友である。2人とも女王陛下とともに成長することとなった。だが2人とも勝ち気で傲慢な性格で、小さいころから争いが絶えなかった。唯一、彼女たちを仲よくさせる方法は「ロサ・ナイト」イザベルまたはオートルナ女王に頼むことである。","분홍색은 그녀에게 유치와 무지를 의미한다.봉봉뿐 아니라 또 다른 기사 아이리스 나이트 실비아도 포함한다.\n샤롯데와 실비아 일족은 모두 여왕의 충실한 지지자로 친밀한 맹우다.2명 모두 여왕 폐하와 함께 성장하게 되었다.하지만 둘 다 기세등등한 성격으로, 어릴 적부터 싸움이 끊이지 않았다.유일하게 그들을 사이좋게 하는 방법은 로사 나이트 이사벨이나 오트루나 여왕에게 부탁하는 것이다."
